ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_1,origin_2,origin_changes,rare_ases_max,unique_as_path_avg,unique_as_path_max,withdrawals,class
2 ,1 ,101 ,3 ,5 ,0 ,2 ,10 ,0 ,0 ,89 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,10 ,0 ,0 ,89 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,91 ,91 ,0 ,1 ,0 ,101 ,0 ,7 ,0 ,2 ,0 ,0 ,3 ,5 ,2 ,0 
7 ,46 ,200 ,4 ,14 ,10 ,2 ,19 ,16 ,0 ,144 ,14 ,3 ,2 ,0 ,1 ,0 ,0 ,7 ,19 ,16 ,0 ,144 ,14 ,3 ,2 ,0 ,1 ,0 ,0 ,9 ,149 ,149 ,0 ,31 ,1 ,185 ,0 ,47 ,0 ,1 ,0 ,0 ,4 ,7 ,17 ,0 
87 ,1 ,107 ,5 ,9 ,0 ,6 ,0 ,13 ,0 ,10 ,0 ,1 ,0 ,0 ,83 ,0 ,0 ,7 ,0 ,13 ,0 ,10 ,0 ,1 ,0 ,0 ,83 ,0 ,0 ,0 ,106 ,106 ,0 ,1 ,0 ,103 ,0 ,14 ,0 ,0 ,0 ,0 ,5 ,6 ,9 ,0 
16 ,11 ,58 ,6 ,14 ,2 ,3 ,11 ,24 ,0 ,2 ,0 ,0 ,12 ,0 ,7 ,0 ,1 ,9 ,11 ,24 ,0 ,2 ,0 ,0 ,12 ,0 ,7 ,0 ,1 ,9 ,46 ,46 ,0 ,0 ,1 ,44 ,0 ,19 ,0 ,0 ,0 ,0 ,6 ,7 ,14 ,0 
16 ,1 ,32 ,3 ,10 ,0 ,1 ,11 ,6 ,0 ,12 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,5 ,11 ,6 ,0 ,12 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,9 ,20 ,19 ,1 ,2 ,1 ,32 ,0 ,13 ,0 ,3 ,0 ,0 ,3 ,6 ,23 ,0 
5 ,15 ,52 ,4 ,8 ,0 ,1 ,8 ,24 ,0 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,9 ,8 ,24 ,0 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,8 ,26 ,26 ,0 ,16 ,2 ,44 ,0 ,17 ,0 ,2 ,0 ,0 ,4 ,6 ,12 ,0 
10 ,7 ,40 ,4 ,14 ,9 ,1 ,17 ,7 ,0 ,13 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,9 ,17 ,7 ,0 ,13 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,8 ,21 ,21 ,0 ,2 ,0 ,36 ,0 ,19 ,0 ,2 ,0 ,0 ,4 ,7 ,8 ,0 
13 ,110 ,366 ,4 ,14 ,1 ,2 ,2 ,222 ,0 ,19 ,105 ,4 ,0 ,0 ,12 ,0 ,2 ,9 ,2 ,222 ,0 ,19 ,105 ,4 ,0 ,0 ,12 ,0 ,2 ,1 ,364 ,364 ,0 ,0 ,0 ,252 ,0 ,61 ,0 ,6 ,0 ,0 ,4 ,10 ,2 ,0 
5 ,14 ,65 ,5 ,10 ,0 ,2 ,19 ,3 ,0 ,31 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,7 ,19 ,3 ,0 ,31 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,18 ,45 ,45 ,0 ,2 ,0 ,48 ,3 ,18 ,0 ,1 ,0 ,2 ,5 ,6 ,14 ,0 
2 ,3 ,9 ,5 ,7 ,0 ,1 ,0 ,5 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,7 ,0 ,1 ,1 ,8 ,0 ,7 ,0 ,1 ,0 ,0 ,5 ,6 ,13 ,0 
7 ,7 ,44 ,3 ,10 ,7 ,1 ,22 ,10 ,0 ,3 ,0 ,1 ,6 ,0 ,0 ,0 ,0 ,5 ,22 ,10 ,0 ,3 ,0 ,1 ,6 ,0 ,0 ,0 ,0 ,14 ,19 ,19 ,0 ,2 ,2 ,37 ,9 ,27 ,0 ,1 ,0 ,2 ,3 ,7 ,2 ,0 
4 ,5 ,31 ,5 ,7 ,4 ,1 ,13 ,4 ,0 ,3 ,2 ,1 ,2 ,1 ,0 ,0 ,0 ,6 ,13 ,4 ,0 ,3 ,2 ,1 ,2 ,1 ,0 ,0 ,0 ,9 ,13 ,13 ,0 ,0 ,5 ,27 ,4 ,16 ,0 ,0 ,0 ,2 ,5 ,7 ,10 ,0 
5 ,9 ,29 ,12 ,14 ,4 ,2 ,11 ,6 ,0 ,5 ,0 ,2 ,2 ,0 ,0 ,0 ,2 ,12 ,11 ,6 ,0 ,5 ,0 ,2 ,2 ,0 ,0 ,0 ,2 ,7 ,14 ,14 ,0 ,4 ,0 ,27 ,2 ,14 ,0 ,0 ,0 ,1 ,7 ,7 ,3 ,0 
10 ,8 ,24 ,5 ,11 ,1 ,2 ,3 ,3 ,0 ,14 ,1 ,2 ,0 ,0 ,1 ,0 ,0 ,7 ,3 ,3 ,0 ,14 ,1 ,2 ,0 ,0 ,1 ,0 ,0 ,1 ,21 ,21 ,0 ,1 ,0 ,19 ,3 ,11 ,0 ,4 ,0 ,1 ,5 ,7 ,12 ,0 
2 ,8 ,18 ,6 ,6 ,0 ,1 ,7 ,5 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,7 ,5 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,11 ,11 ,0 ,0 ,0 ,17 ,0 ,7 ,0 ,1 ,0 ,0 ,6 ,6 ,11 ,0 
8 ,10 ,52 ,3 ,9 ,18 ,1 ,28 ,4 ,0 ,7 ,10 ,1 ,0 ,1 ,0 ,0 ,0 ,6 ,28 ,4 ,0 ,7 ,10 ,1 ,0 ,1 ,0 ,0 ,0 ,9 ,14 ,14 ,0 ,10 ,1 ,42 ,9 ,16 ,0 ,7 ,0 ,2 ,3 ,7 ,10 ,0 
11 ,12 ,94 ,5 ,11 ,28 ,2 ,38 ,7 ,0 ,27 ,1 ,9 ,0 ,2 ,6 ,0 ,0 ,7 ,38 ,7 ,0 ,27 ,1 ,9 ,0 ,2 ,6 ,0 ,0 ,8 ,52 ,51 ,1 ,2 ,4 ,61 ,3 ,51 ,0 ,4 ,0 ,1 ,5 ,7 ,14 ,0 
10 ,0 ,40 ,3 ,11 ,2 ,1 ,20 ,10 ,0 ,6 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,5 ,20 ,10 ,0 ,6 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,9 ,26 ,17 ,9 ,2 ,1 ,39 ,6 ,20 ,0 ,3 ,0 ,2 ,3 ,11 ,15 ,0 
2 ,1 ,9 ,7 ,7 ,0 ,2 ,2 ,2 ,0 ,2 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,2 ,0 ,2 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,7 ,6 ,1 ,1 ,0 ,9 ,0 ,7 ,0 ,0 ,0 ,0 ,5 ,7 ,4 ,0 
1 ,3 ,9 ,6 ,6 ,1 ,2 ,2 ,3 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,5 ,2 ,3 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,7 ,1 ,0 ,0 ,8 ,0 ,6 ,0 ,0 ,0 ,0 ,6 ,6 ,11 ,0 
6 ,4 ,29 ,6 ,10 ,1 ,2 ,10 ,5 ,0 ,4 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,5 ,10 ,5 ,0 ,4 ,4 ,2 ,2 ,0 ,0 ,0 ,0 ,9 ,11 ,11 ,0 ,6 ,2 ,27 ,3 ,17 ,0 ,1 ,0 ,2 ,6 ,7 ,3 ,0 
4 ,12 ,28 ,5 ,8 ,2 ,2 ,5 ,7 ,0 ,2 ,3 ,9 ,1 ,0 ,0 ,0 ,0 ,5 ,5 ,7 ,0 ,2 ,3 ,9 ,1 ,0 ,0 ,0 ,0 ,1 ,20 ,18 ,2 ,4 ,1 ,24 ,5 ,19 ,0 ,1 ,1 ,1 ,5 ,7 ,8 ,0 
2 ,10 ,28 ,7 ,10 ,6 ,1 ,14 ,0 ,0 ,8 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,5 ,14 ,0 ,0 ,8 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,7 ,14 ,13 ,1 ,0 ,1 ,25 ,4 ,14 ,0 ,0 ,0 ,2 ,4 ,6 ,2 ,0 
23 ,5 ,122 ,6 ,8 ,1 ,2 ,3 ,72 ,0 ,29 ,7 ,10 ,0 ,0 ,0 ,0 ,0 ,4 ,3 ,72 ,0 ,29 ,7 ,10 ,0 ,0 ,0 ,0 ,0 ,2 ,116 ,116 ,0 ,2 ,1 ,114 ,9 ,34 ,0 ,2 ,0 ,3 ,4 ,6 ,9 ,0 
14 ,20 ,70 ,6 ,8 ,5 ,2 ,7 ,9 ,0 ,41 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,4 ,7 ,9 ,0 ,41 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,2 ,63 ,63 ,0 ,0 ,0 ,56 ,4 ,34 ,0 ,1 ,0 ,1 ,6 ,7 ,15 ,0 
7 ,1 ,16 ,3 ,8 ,3 ,2 ,4 ,0 ,0 ,1 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,4 ,0 ,0 ,1 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,0 ,2 ,0 ,16 ,1 ,6 ,0 ,0 ,0 ,1 ,3 ,7 ,11 ,0 
4 ,3 ,20 ,4 ,14 ,3 ,2 ,4 ,5 ,0 ,3 ,3 ,0 ,1 ,0 ,1 ,0 ,0 ,7 ,4 ,5 ,0 ,3 ,3 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,9 ,9 ,0 ,4 ,3 ,20 ,4 ,11 ,0 ,0 ,0 ,2 ,4 ,9 ,11 ,0 
2 ,88 ,113 ,3 ,10 ,1 ,6 ,13 ,8 ,0 ,4 ,0 ,2 ,1 ,0 ,84 ,0 ,0 ,7 ,13 ,8 ,0 ,4 ,0 ,2 ,1 ,0 ,84 ,0 ,0 ,11 ,99 ,99 ,0 ,1 ,1 ,113 ,1 ,11 ,0 ,1 ,0 ,1 ,3 ,6 ,3 ,0 
20 ,26 ,55 ,5 ,6 ,0 ,2 ,3 ,7 ,0 ,45 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,7 ,0 ,45 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,49 ,49 ,0 ,3 ,0 ,33 ,2 ,9 ,0 ,3 ,0 ,1 ,5 ,6 ,10 ,0 
6 ,5 ,22 ,6 ,8 ,1 ,2 ,9 ,3 ,0 ,3 ,2 ,4 ,0 ,0 ,0 ,0 ,0 ,12 ,9 ,3 ,0 ,3 ,2 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,13 ,13 ,0 ,1 ,0 ,21 ,2 ,12 ,0 ,1 ,0 ,1 ,6 ,7 ,6 ,0 
10 ,1 ,39 ,6 ,9 ,1 ,2 ,4 ,4 ,0 ,21 ,4 ,3 ,0 ,2 ,1 ,0 ,0 ,7 ,4 ,4 ,0 ,21 ,4 ,3 ,0 ,2 ,1 ,0 ,0 ,2 ,36 ,35 ,1 ,0 ,0 ,39 ,5 ,21 ,0 ,2 ,1 ,2 ,6 ,6 ,14 ,0 
12 ,9 ,35 ,5 ,14 ,1 ,2 ,8 ,10 ,0 ,9 ,1 ,4 ,1 ,0 ,0 ,0 ,2 ,9 ,8 ,10 ,0 ,9 ,1 ,4 ,1 ,0 ,0 ,0 ,2 ,7 ,25 ,25 ,0 ,2 ,0 ,26 ,2 ,14 ,0 ,2 ,0 ,2 ,5 ,7 ,10 ,0 
24 ,38 ,219 ,5 ,12 ,18 ,1 ,141 ,17 ,0 ,30 ,14 ,1 ,2 ,8 ,0 ,5 ,0 ,8 ,141 ,17 ,0 ,30 ,14 ,1 ,2 ,8 ,0 ,5 ,0 ,119 ,72 ,71 ,1 ,9 ,1 ,171 ,19 ,68 ,0 ,3 ,1 ,2 ,5 ,8 ,124 ,0 
3 ,3 ,13 ,5 ,9 ,0 ,2 ,0 ,7 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,7 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,12 ,0 ,1 ,0 ,11 ,1 ,10 ,0 ,0 ,0 ,1 ,5 ,7 ,1 ,0 
4 ,5 ,34 ,5 ,11 ,0 ,1 ,12 ,8 ,0 ,10 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,7 ,12 ,8 ,0 ,10 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,10 ,21 ,19 ,2 ,2 ,0 ,28 ,1 ,13 ,0 ,2 ,0 ,1 ,5 ,7 ,14 ,0 
7 ,9 ,49 ,5 ,7 ,1 ,1 ,12 ,28 ,0 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,12 ,28 ,0 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,35 ,35 ,0 ,2 ,0 ,46 ,3 ,12 ,0 ,5 ,0 ,2 ,5 ,6 ,11 ,0 
1 ,1 ,11 ,4 ,6 ,0 ,1 ,2 ,7 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,7 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,7 ,7 ,0 ,2 ,0 ,10 ,1 ,9 ,0 ,1 ,0 ,1 ,4 ,6 ,5 ,0 
2 ,0 ,17 ,11 ,11 ,0 ,3 ,3 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,7 ,3 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,14 ,14 ,0 ,1 ,0 ,13 ,0 ,11 ,0 ,1 ,0 ,0 ,7 ,7 ,9 ,0 
0 ,2 ,22 ,5 ,11 ,5 ,1 ,15 ,4 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,15 ,4 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,9 ,7 ,2 ,0 ,0 ,20 ,2 ,10 ,0 ,0 ,0 ,1 ,5 ,7 ,2 ,0 
23 ,2 ,48 ,5 ,7 ,1 ,2 ,2 ,20 ,0 ,20 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,20 ,0 ,20 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,43 ,43 ,0 ,2 ,1 ,28 ,5 ,15 ,0 ,1 ,0 ,2 ,5 ,6 ,9 ,0 
102 ,23 ,139 ,3 ,7 ,1 ,3 ,8 ,6 ,0 ,3 ,121 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,8 ,6 ,0 ,3 ,121 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,130 ,130 ,0 ,0 ,1 ,139 ,3 ,9 ,0 ,1 ,0 ,2 ,3 ,6 ,3 ,0 
29 ,17 ,79 ,6 ,7 ,2 ,3 ,4 ,5 ,0 ,26 ,24 ,4 ,1 ,3 ,0 ,0 ,0 ,11 ,4 ,5 ,0 ,26 ,24 ,4 ,1 ,3 ,0 ,0 ,0 ,1 ,70 ,70 ,0 ,2 ,4 ,62 ,8 ,22 ,0 ,3 ,0 ,2 ,6 ,6 ,114 ,0 
5 ,8 ,36 ,5 ,8 ,3 ,2 ,11 ,7 ,0 ,5 ,0 ,10 ,2 ,0 ,0 ,0 ,0 ,5 ,11 ,7 ,0 ,5 ,0 ,10 ,2 ,0 ,0 ,0 ,0 ,8 ,24 ,24 ,0 ,0 ,1 ,31 ,2 ,12 ,0 ,4 ,0 ,2 ,5 ,6 ,4 ,0 
6 ,15 ,37 ,7 ,14 ,3 ,2 ,9 ,4 ,0 ,7 ,11 ,4 ,0 ,0 ,0 ,0 ,1 ,9 ,9 ,4 ,0 ,7 ,11 ,4 ,0 ,0 ,0 ,0 ,1 ,6 ,26 ,26 ,0 ,1 ,1 ,35 ,5 ,16 ,0 ,0 ,0 ,2 ,5 ,7 ,47 ,0 
0 ,2 ,18 ,9 ,9 ,0 ,1 ,7 ,7 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,5 ,7 ,7 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,7 ,10 ,10 ,0 ,1 ,0 ,15 ,0 ,8 ,0 ,0 ,0 ,0 ,5 ,6 ,6 ,0 
3 ,0 ,14 ,11 ,13 ,5 ,3 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,9 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,2 ,6 ,5 ,1 ,1 ,0 ,11 ,2 ,10 ,0 ,1 ,0 ,2 ,7 ,9 ,8 ,0 
4 ,10 ,48 ,6 ,14 ,1 ,3 ,9 ,5 ,0 ,22 ,1 ,1 ,1 ,4 ,0 ,0 ,0 ,11 ,9 ,5 ,0 ,22 ,1 ,1 ,1 ,4 ,0 ,0 ,0 ,7 ,38 ,38 ,0 ,1 ,1 ,42 ,0 ,27 ,0 ,1 ,0 ,0 ,6 ,10 ,19 ,0 
28 ,13 ,103 ,5 ,11 ,22 ,1 ,47 ,12 ,0 ,7 ,32 ,4 ,0 ,0 ,1 ,0 ,0 ,7 ,47 ,12 ,0 ,7 ,32 ,4 ,0 ,0 ,1 ,0 ,0 ,23 ,52 ,51 ,1 ,6 ,0 ,90 ,7 ,36 ,0 ,6 ,0 ,2 ,5 ,7 ,10 ,0 
223 ,7 ,276 ,10 ,19 ,2 ,6 ,4 ,13 ,30 ,21 ,49 ,8 ,2 ,4 ,73 ,3 ,22 ,14 ,4 ,13 ,30 ,21 ,49 ,8 ,2 ,4 ,73 ,3 ,22 ,2 ,243 ,243 ,0 ,0 ,29 ,269 ,38 ,64 ,0 ,7 ,1 ,3 ,4 ,8 ,8 ,0 
5 ,13 ,36 ,5 ,9 ,1 ,1 ,10 ,4 ,0 ,16 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,10 ,4 ,0 ,16 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,21 ,21 ,0 ,4 ,2 ,36 ,1 ,11 ,0 ,2 ,0 ,1 ,5 ,6 ,28 ,0 
12 ,3 ,40 ,4 ,10 ,0 ,2 ,18 ,4 ,0 ,5 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,7 ,18 ,4 ,0 ,5 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,15 ,18 ,18 ,0 ,3 ,3 ,40 ,1 ,10 ,0 ,4 ,0 ,1 ,4 ,5 ,8 ,0 
1 ,6 ,21 ,5 ,5 ,0 ,1 ,7 ,5 ,0 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,7 ,5 ,0 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,12 ,12 ,0 ,2 ,0 ,20 ,1 ,11 ,0 ,0 ,0 ,1 ,5 ,5 ,15 ,0 
7 ,3 ,38 ,13 ,13 ,4 ,1 ,19 ,4 ,1 ,7 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,10 ,19 ,4 ,1 ,7 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,14 ,14 ,14 ,0 ,2 ,3 ,37 ,1 ,17 ,0 ,4 ,0 ,1 ,9 ,9 ,19 ,0 
7 ,103 ,116 ,5 ,14 ,0 ,3 ,0 ,6 ,0 ,4 ,102 ,1 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,6 ,0 ,4 ,102 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,14 ,0 ,102 ,0 ,113 ,0 ,6 ,0 ,2 ,0 ,0 ,5 ,10 ,6 ,0 
