ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_1,origin_2,origin_changes,rare_ases_max,unique_as_path_avg,unique_as_path_max,withdrawals,class
17,7,48,4,8,1,2,3,20,0,7,12,1,5,0,0,0,0,5,3,20,0,7,12,1,5,0,0,0,0,2,44,44,0,1,0,37,0,14,0,1,0,0,4,8,28,0
15,4,80,5,9,11,1,25,21,0,18,3,12,0,0,0,0,0,4,25,21,0,18,3,12,0,0,0,0,0,13,55,54,1,0,1,55,0,27,0,6,2,0,5,7,12,0
3,14,60,5,10,5,2,16,11,0,16,0,5,0,9,0,0,0,6,16,11,0,16,0,5,0,9,0,0,0,9,40,40,0,3,3,53,0,24,0,5,9,0,5,7,15,0
0,7,15,7,7,1,1,6,4,0,4,0,1,0,0,0,0,0,4,6,4,0,4,0,1,0,0,0,0,0,5,8,8,0,1,0,12,0,8,0,3,0,0,7,7,9,0
22,1,47,6,7,5,1,13,29,0,1,2,1,0,0,0,0,0,4,13,29,0,1,2,1,0,0,0,0,0,4,35,33,2,2,1,40,0,17,0,0,0,0,6,7,2,0
14,11,89,6,7,2,1,41,28,0,9,1,0,9,0,0,0,0,5,41,28,0,9,1,0,9,0,0,0,0,38,47,46,1,1,1,78,0,23,0,1,0,0,6,7,2,0
18,11,42,9,14,1,3,4,13,0,4,1,1,0,0,13,0,0,7,4,13,0,4,1,1,0,0,13,0,0,1,30,28,2,4,6,39,0,17,0,1,0,0,5,7,7,0
5,2,30,6,9,0,2,2,6,0,20,2,0,0,0,0,0,0,3,2,6,0,20,2,0,0,0,0,0,0,0,28,26,2,2,0,28,0,14,0,0,0,0,6,8,2,0
8,16,41,5,6,3,2,3,14,0,16,4,1,0,0,0,0,0,4,3,14,0,16,4,1,0,0,0,0,0,0,34,34,0,1,3,34,0,20,0,4,0,0,5,6,3,0
8,4,29,7,8,1,2,1,3,0,15,6,1,1,0,0,0,0,5,1,3,0,15,6,1,1,0,0,0,0,0,26,26,0,0,2,22,0,20,0,2,0,0,7,8,1,0
2,5,20,5,9,1,2,3,6,0,4,5,0,0,0,1,0,0,7,3,6,0,4,5,0,0,0,1,0,0,2,13,13,0,3,1,18,1,16,0,1,0,1,5,6,7,0
11,11,46,3,11,3,2,4,6,0,24,2,0,0,2,0,0,0,6,4,6,0,24,2,0,0,2,0,0,0,1,28,28,0,6,8,41,12,23,0,2,0,4,3,7,4,0
8,11,36,4,10,2,2,3,7,0,20,2,0,0,0,0,0,0,3,3,7,0,20,2,0,0,0,0,0,0,1,29,29,0,0,4,35,1,11,0,4,2,1,4,6,6,0
4,2,23,4,6,1,1,8,7,0,5,1,0,0,0,0,0,0,3,8,7,0,5,1,0,0,0,0,0,0,5,12,12,0,3,2,22,1,11,0,3,0,1,4,6,10,0
4,2,14,5,6,1,1,6,2,0,2,2,2,0,0,0,0,0,4,6,2,0,2,2,2,0,0,0,0,0,5,8,8,0,0,0,14,4,6,0,1,0,2,5,6,0,0
1,4,13,3,7,0,1,4,4,0,2,3,0,0,0,0,0,0,3,4,4,0,2,3,0,0,0,0,0,0,0,11,8,3,2,0,12,1,9,0,3,4,1,3,7,9,0
2,2,31,7,7,3,1,8,18,0,4,0,0,0,1,0,0,0,6,8,18,0,4,0,0,0,1,0,0,0,4,23,23,0,1,0,19,9,15,0,0,0,3,7,7,1,0
10,1,21,3,14,1,2,2,10,0,7,0,1,0,0,1,0,0,7,2,10,0,7,0,1,0,0,1,0,0,1,19,19,0,0,0,19,10,11,0,3,2,3,3,9,2,0
11,7,32,3,8,0,1,4,13,0,10,3,1,0,0,0,0,0,4,4,13,0,10,3,1,0,0,0,0,0,3,27,26,1,1,1,25,5,22,0,3,0,2,3,7,18,0
4,6,27,4,6,1,1,8,8,0,9,1,0,0,0,0,0,0,3,8,8,0,9,1,0,0,0,0,0,0,7,18,18,0,0,1,22,3,11,0,1,0,1,4,6,16,0
12,13,49,3,8,6,2,15,7,0,11,13,2,0,0,0,0,0,4,15,7,0,11,13,2,0,0,0,0,0,8,33,33,0,1,1,38,7,19,0,6,0,2,3,8,4,0
7,7,32,4,10,1,2,6,1,0,17,1,0,0,1,0,0,0,6,6,1,0,17,1,0,0,1,0,0,0,4,15,15,0,6,6,24,5,13,0,6,0,2,4,8,12,0
12,8,51,4,10,1,2,15,10,0,11,2,1,1,6,0,0,0,6,15,10,0,11,2,1,1,6,0,0,0,13,32,31,1,0,5,46,1,20,0,5,0,1,4,7,12,0
5,2,37,5,10,2,2,13,15,0,3,1,0,0,0,0,4,0,8,13,15,0,3,1,0,0,0,0,4,0,10,23,22,1,1,1,29,5,15,0,4,0,2,5,7,13,0
6,11,30,13,13,1,2,8,4,0,15,1,0,1,0,0,1,0,8,8,4,0,15,1,0,1,0,0,1,0,7,16,16,0,6,0,27,4,13,0,2,0,2,6,7,4,0
11,12,34,3,14,5,2,5,5,0,19,1,1,0,0,0,3,0,8,5,5,0,19,1,1,0,0,0,3,0,0,24,24,0,5,0,34,3,11,0,2,0,2,3,7,5,0
4,4,33,5,8,0,1,11,8,0,8,0,1,3,0,0,0,0,5,11,8,0,8,0,1,3,0,0,0,0,11,20,20,0,0,2,28,4,20,0,0,0,2,5,8,12,0
2,2,22,4,8,5,1,10,0,0,3,2,0,1,0,0,0,0,5,10,0,0,3,2,0,1,0,0,0,0,4,7,6,1,0,6,15,2,11,0,1,0,1,4,8,23,0
18,22,47,5,8,1,1,2,37,0,3,3,0,1,1,0,0,0,6,2,37,0,3,3,0,1,1,0,0,0,1,44,44,0,1,0,29,3,12,0,1,0,2,3,8,9,0
7,5,25,6,8,5,2,8,6,0,2,0,8,0,1,0,0,0,6,8,6,0,2,0,8,0,1,0,0,0,2,17,16,1,1,0,21,5,16,0,0,0,2,6,7,6,0
16,3,74,7,12,13,1,33,31,0,5,0,2,0,0,1,0,1,9,33,31,0,5,0,2,0,0,1,0,1,19,22,21,1,19,1,63,7,18,0,5,0,2,5,7,4,0
18,7,61,4,11,20,2,20,16,0,1,10,12,0,0,0,2,0,8,20,16,0,1,10,12,0,0,0,2,0,0,41,41,0,0,0,40,4,18,0,0,0,2,4,9,26,0
5,11,36,4,9,2,1,18,12,0,1,2,2,1,0,0,0,0,5,18,12,0,1,2,2,1,0,0,0,0,16,6,6,0,12,0,33,3,13,0,3,0,1,4,8,3,0
107,7,133,7,9,4,2,18,3,0,107,1,1,0,0,3,0,0,7,18,3,0,107,1,1,0,0,3,0,0,13,114,113,1,2,0,128,4,24,0,5,0,1,7,7,25,0
79,127,216,3,9,0,2,0,47,0,132,10,13,0,0,10,0,0,7,0,47,0,132,10,13,0,0,10,0,0,0,189,189,0,23,4,214,8,26,0,6,0,2,3,7,27,0
2,4,84,4,14,0,0,64,3,2,5,1,0,0,0,0,0,0,10,64,3,2,5,1,0,0,0,0,0,0,61,11,11,0,3,9,82,3,12,0,3,0,1,4,7,50,0
7,1,11,6,7,0,2,3,1,0,3,4,0,0,0,0,0,0,3,3,1,0,3,4,0,0,0,0,0,0,3,8,8,0,0,0,11,5,7,0,0,0,3,6,7,1,0
1,4,9,13,13,2,2,4,0,0,1,3,0,0,0,0,1,0,8,4,0,0,1,3,0,0,0,0,1,0,1,6,5,1,0,0,9,5,5,0,1,1,2,7,7,2,0
8,5,20,5,13,1,2,2,6,0,8,1,0,3,0,0,0,0,5,2,6,0,8,1,0,3,0,0,0,0,1,15,15,0,3,0,19,4,12,0,2,0,2,5,8,1,0
7,10,24,4,9,3,3,4,2,0,6,2,5,3,2,0,0,0,6,4,2,0,6,2,5,3,2,0,0,0,1,20,20,0,0,0,20,2,20,0,0,3,1,4,9,0,0
47,2,57,9,10,2,2,3,28,0,22,0,2,1,1,0,0,0,6,3,28,0,22,0,2,1,1,0,0,0,1,52,52,0,2,0,54,7,20,0,2,7,1,9,9,6,0
5,37,87,4,9,2,2,9,28,0,27,15,1,5,0,0,0,0,5,9,28,0,27,15,1,5,0,0,0,0,4,79,76,3,0,2,85,9,22,0,8,7,3,4,8,26,0
26,5,118,8,14,16,2,34,39,0,14,19,2,7,0,0,2,0,8,34,39,0,14,19,2,7,0,0,2,0,15,70,67,3,16,1,95,6,31,0,3,0,2,6,8,10,0
16,2,40,3,10,17,1,20,3,0,15,0,0,0,0,0,1,0,11,20,3,0,15,0,0,0,0,0,1,0,3,20,20,0,0,0,40,3,13,0,3,0,2,3,8,19,0
20,11,41,7,14,2,5,7,2,0,9,0,0,3,1,13,0,2,11,7,2,0,9,0,0,3,1,13,0,2,4,23,22,1,12,0,37,0,14,0,6,0,0,7,8,5,0
60,63,166,9,11,6,3,37,5,0,45,6,28,14,4,1,24,0,8,37,5,0,45,6,28,14,4,1,24,0,17,139,125,14,2,2,101,23,47,0,8,17,2,4,7,47,0
27,17,101,5,8,43,2,44,10,0,8,5,2,25,0,0,0,2,11,44,10,0,8,5,2,25,0,0,0,2,1,31,31,0,25,1,97,3,29,0,3,1,1,5,7,12,0
19,4,67,5,9,21,1,43,1,0,8,11,0,4,0,0,0,0,5,43,1,0,8,11,0,4,0,0,0,0,20,16,14,2,10,0,65,1,15,0,4,1,1,3,6,20,0
73,12,116,5,17,21,3,30,1,0,9,64,0,4,0,0,1,0,15,30,1,0,9,64,0,4,0,0,1,0,7,86,84,2,2,0,113,16,38,0,2,1,2,5,8,19,0
2,113,169,5,8,37,2,49,3,0,58,30,1,20,0,0,1,0,15,49,3,0,58,30,1,20,0,0,1,0,10,98,97,1,24,0,108,9,51,0,8,1,3,3,8,35,0
5,16,31,7,12,6,2,8,2,0,2,16,0,0,1,1,1,0,8,8,2,0,2,16,0,0,1,1,1,0,2,10,10,0,13,0,23,4,13,0,2,0,3,7,7,3,0
2,7,193,6,11,0,1,3,183,0,3,0,0,0,2,1,0,1,9,3,183,0,3,0,0,0,2,1,0,1,1,190,188,2,2,0,192,2,7,0,4,0,2,6,9,1,0
34,97,486,4,10,23,1,24,388,0,48,9,14,0,1,0,0,1,9,24,388,0,48,9,14,0,1,0,0,1,1,461,461,0,0,1,295,2,22,0,23,14,1,4,10,6,0
8,16,33,5,6,3,2,7,3,0,12,10,0,0,0,0,1,0,8,7,3,0,12,10,0,0,0,0,1,0,3,14,13,1,13,0,28,3,11,0,7,1,2,5,6,15,0
9,5,65,5,13,3,1,14,37,0,1,4,6,0,1,0,2,0,8,14,37,0,1,4,6,0,1,0,2,0,9,53,51,2,0,0,44,1,24,0,5,3,1,5,12,15,0
11,4,22,3,12,0,2,6,0,0,6,6,1,2,0,0,1,0,8,6,0,0,6,6,1,2,0,0,1,0,4,15,13,2,3,0,22,1,11,0,3,3,1,3,12,16,0
9,7,24,4,13,2,2,7,1,0,10,0,4,0,0,0,2,0,8,7,1,0,10,0,4,0,0,0,2,0,3,16,16,0,3,0,19,1,16,0,1,0,1,4,12,10,0
2,0,19,5,7,11,1,13,4,0,0,1,1,0,0,0,0,0,4,13,4,0,0,1,1,0,0,0,0,0,2,6,6,0,0,0,16,1,9,0,1,0,1,3,7,1,0
2,9,18,5,6,3,1,6,1,0,9,0,0,1,0,0,0,0,5,6,1,0,9,0,0,1,0,0,0,0,1,13,11,2,0,1,16,0,9,0,2,0,0,5,6,7,0
3,4,18,7,9,0,2,5,5,0,2,4,0,1,0,0,0,0,5,5,5,0,2,4,0,1,0,0,0,0,5,12,12,0,0,1,15,7,10,0,3,1,2,5,5,2,0
2,2,20,6,9,5,1,6,6,0,3,3,2,0,0,0,0,0,4,6,6,0,3,3,2,0,0,0,0,0,1,14,14,0,0,0,20,1,12,0,1,0,1,6,6,0,0
10,4,29,4,15,5,1,11,11,0,5,1,0,0,0,0,0,1,9,11,11,0,5,1,0,0,0,0,0,1,6,16,16,0,2,0,25,2,15,0,0,0,1,4,8,0,0
2,5,14,3,15,1,1,1,10,0,2,0,0,1,0,0,0,0,5,1,10,0,2,0,0,1,0,0,0,0,0,13,13,0,0,0,13,0,9,0,0,0,0,3,8,2,0
9,11,37,4,10,1,1,2,25,0,6,2,1,0,0,0,0,0,4,2,25,0,6,2,1,0,0,0,0,0,1,30,30,0,4,1,29,10,19,0,0,0,3,4,5,23,0
11,7,54,5,10,3,1,21,17,0,10,5,1,0,0,0,0,0,4,21,17,0,10,5,1,0,0,0,0,0,16,30,29,1,5,0,49,9,26,0,2,0,2,5,7,10,0
8,3,31,3,9,0,1,12,6,0,6,5,0,0,2,0,0,0,6,12,6,0,6,5,0,0,2,0,0,0,10,19,19,0,2,0,27,6,16,0,1,0,2,3,7,0,0
5,4,9,5,7,0,2,0,0,0,7,1,1,0,0,0,0,0,4,0,0,0,7,1,1,0,0,0,0,0,0,9,9,0,0,0,6,0,5,0,0,0,0,3,7,13,0
1,1,12,8,14,2,1,8,0,0,1,0,1,0,1,0,0,0,6,8,0,0,1,0,1,0,1,0,0,0,6,3,3,0,0,1,11,1,6,0,3,0,1,8,8,0,0
1,4,15,5,7,1,2,5,5,0,2,0,1,1,1,0,0,0,6,5,5,0,2,0,1,1,1,0,0,0,3,10,10,0,1,0,11,2,8,0,5,1,1,5,7,4,0
6,13,33,5,6,1,4,2,4,0,6,3,0,0,0,11,0,0,7,2,4,0,6,3,0,0,0,11,0,0,1,24,24,0,0,7,28,4,12,0,4,0,2,5,6,7,0
1,7,26,6,7,6,1,14,3,0,5,1,1,2,0,0,0,0,5,14,3,0,5,1,1,2,0,0,0,0,8,6,6,0,6,0,25,0,9,0,5,0,0,6,7,3,0
2,10,21,7,7,0,1,5,5,0,9,1,1,0,0,0,0,0,4,5,5,0,9,1,1,0,0,0,0,0,5,13,13,0,3,0,20,2,13,0,2,0,1,7,7,4,0
13,10,31,7,14,1,1,3,15,0,10,2,0,1,0,0,0,0,5,3,15,0,10,2,0,1,0,0,0,0,2,20,20,0,8,0,24,0,14,0,1,0,0,7,7,16,0
25,1,66,6,14,0,2,10,36,4,12,1,1,0,0,0,1,0,10,10,36,4,12,1,1,0,0,0,1,0,10,49,49,0,6,1,49,3,21,0,2,14,1,6,9,5,0
28,4,92,13,13,27,1,52,9,0,13,16,0,0,1,0,0,1,9,52,9,0,13,16,0,0,1,0,0,1,15,46,36,10,4,0,74,1,22,0,7,10,1,5,9,18,0
2,30,73,5,10,13,1,23,39,1,7,2,0,0,1,0,0,0,10,23,39,1,7,2,0,0,1,0,0,0,9,44,43,1,7,0,69,0,17,0,11,0,0,5,9,18,0
8,9,46,5,7,3,2,6,20,0,8,3,0,0,0,0,0,1,11,6,20,0,8,3,0,0,0,0,0,1,2,34,33,1,3,4,41,3,16,0,5,1,2,5,6,11,0
3,1,20,4,7,2,0,14,5,0,1,0,0,0,0,0,0,0,2,14,5,0,1,0,0,0,0,0,0,0,11,7,6,1,0,0,20,0,8,0,3,1,0,4,6,8,0
7,8,80,4,12,0,1,63,0,0,2,3,1,1,0,8,0,0,7,63,0,0,2,3,1,1,0,8,0,0,61,14,14,0,3,2,75,5,15,0,3,0,2,4,6,63,0
4,2,17,3,14,1,1,1,9,0,5,1,0,0,0,0,0,0,3,1,9,0,5,1,0,0,0,0,0,0,0,15,15,0,0,1,16,3,11,0,1,0,2,3,7,50,0
83,7,96,4,6,1,2,4,4,0,84,3,0,0,0,0,0,0,3,4,4,0,84,3,0,0,0,0,0,0,3,90,90,0,1,1,95,1,14,0,4,0,1,4,6,3,0
4,99,113,5,6,3,2,8,5,0,98,2,0,0,0,0,0,0,3,8,5,0,98,2,0,0,0,0,0,0,5,98,98,0,7,0,111,1,16,0,5,0,1,5,6,1,0
9,8,138,6,9,59,0,112,2,0,15,6,0,1,0,0,0,0,5,112,2,0,15,6,0,1,0,0,0,0,53,24,24,0,0,2,78,10,30,0,3,1,2,6,8,12,0
3,2,20,7,9,2,1,8,4,0,4,3,0,0,0,1,0,0,7,8,4,0,4,3,0,0,0,1,0,0,5,9,8,1,4,0,18,2,16,0,0,1,2,7,8,7,0
5,3,26,4,13,0,1,4,17,0,2,1,1,1,0,0,0,0,5,4,17,0,2,1,1,1,0,0,0,0,3,21,21,0,2,0,24,4,16,0,0,1,2,4,9,2,0
15,8,38,3,13,5,1,6,24,0,3,3,2,0,0,0,0,0,4,6,24,0,3,3,2,0,0,0,0,0,1,30,30,0,2,0,34,4,20,0,0,0,2,3,12,4,0
3,2,9,5,12,2,2,2,3,0,1,1,1,1,0,0,0,0,5,2,3,0,1,1,1,1,0,0,0,0,0,7,7,0,0,0,7,2,9,0,0,0,1,6,12,4,0
4,7,24,5,7,4,2,8,3,0,8,2,1,0,0,0,1,0,8,8,3,0,8,2,1,0,0,0,1,0,4,12,12,0,3,1,16,2,14,0,2,1,2,5,7,12,0
3,6,26,4,7,2,1,8,8,0,2,6,0,0,1,0,0,0,6,8,8,0,2,6,0,0,1,0,0,0,6,15,15,0,2,1,23,4,17,0,4,3,1,4,6,3,0
2,22,29,5,8,1,2,1,14,0,8,5,1,0,0,0,0,0,4,1,14,0,8,5,1,0,0,0,0,0,0,28,28,0,0,0,28,4,13,0,2,0,3,5,8,3,0
31,6,38,9,10,0,2,0,14,0,17,4,1,1,0,1,0,0,7,0,14,0,17,4,1,1,0,1,0,0,0,37,37,0,1,0,37,3,11,0,2,7,2,9,9,9,0
11,21,52,5,14,5,1,18,15,0,3,15,1,0,0,0,0,0,4,18,15,0,3,15,1,0,0,0,0,0,12,32,31,1,3,0,49,3,20,0,2,7,2,5,8,39,0
26,2,49,10,10,9,2,16,4,0,5,15,5,3,0,0,0,0,5,16,4,0,5,15,5,3,0,0,0,0,7,32,32,0,0,1,38,5,17,0,7,0,1,6,7,10,0
3,16,68,8,14,0,2,22,15,1,23,0,0,0,4,0,3,0,10,22,15,1,23,0,0,0,4,0,3,0,19,45,44,1,4,0,49,3,17,0,6,0,2,8,8,4,0
15,7,35,4,14,0,3,5,2,1,18,1,3,0,5,0,0,0,10,5,2,1,18,1,3,0,5,0,0,0,3,28,28,0,4,0,34,2,14,0,2,0,1,4,7,10,0
2,12,48,9,9,1,2,8,12,0,25,0,2,1,0,0,0,0,5,8,12,0,25,0,2,1,0,0,0,0,7,40,40,0,0,0,37,2,14,0,1,0,1,6,6,1,0
31,4,77,5,8,0,2,10,35,0,2,19,9,2,0,0,0,0,5,10,35,0,2,19,9,2,0,0,0,0,10,65,65,0,2,0,68,3,26,0,5,2,1,5,7,50,0
7,14,41,7,14,7,2,9,14,0,8,4,1,1,2,0,0,0,11,9,14,0,8,4,1,1,2,0,0,0,1,24,23,1,8,1,37,3,23,0,3,0,2,7,9,12,0
34,19,128,16,16,34,1,58,17,0,33,10,1,4,3,2,0,0,7,58,17,0,33,10,1,4,3,2,0,0,18,72,67,5,4,0,82,6,42,0,1,0,2,6,9,11,0
65,2,97,4,8,11,1,28,51,0,3,13,0,2,0,0,0,0,5,28,51,0,3,13,0,2,0,0,0,0,7,79,69,10,0,0,95,8,24,0,1,0,2,4,7,9,0
6,65,204,3,8,11,1,77,13,0,29,28,8,3,0,2,0,0,7,77,13,0,29,28,8,3,0,2,0,0,46,96,81,15,7,44,183,3,29,0,10,22,2,3,7,17,0
13,12,118,6,8,71,1,82,9,0,1,15,5,3,0,0,0,0,5,82,9,0,1,15,5,3,0,0,0,0,5,27,21,6,12,3,110,2,26,0,6,0,2,6,8,2,0
17,2,58,8,12,22,2,23,16,0,6,3,0,0,0,10,0,0,7,23,16,0,6,3,0,0,0,10,0,0,1,33,33,0,2,0,45,1,18,0,2,0,1,6,6,2,0
42,2,80,5,10,10,1,15,31,0,31,2,0,1,0,0,0,0,5,15,31,0,31,2,0,1,0,0,0,0,3,67,65,2,0,0,69,0,24,0,1,0,0,5,8,12,0
15,2,54,5,11,25,1,28,19,0,3,2,1,0,0,0,0,0,4,28,19,0,3,2,1,0,0,0,0,0,3,25,25,0,0,1,53,2,13,0,0,0,2,5,9,23,0
7,11,46,6,8,0,1,12,19,0,11,3,1,0,0,0,0,0,4,12,19,0,11,3,1,0,0,0,0,0,12,24,24,0,10,0,40,2,19,0,3,1,2,6,7,21,0
26,30,105,5,14,14,2,20,48,0,10,8,3,0,8,1,3,0,8,20,48,0,10,8,3,0,8,1,3,0,5,70,69,1,12,4,78,4,40,0,4,0,1,5,7,26,0
17,7,66,5,11,13,2,26,11,0,8,12,0,0,0,9,0,0,7,26,11,0,8,12,0,0,0,9,0,0,11,34,32,2,8,0,54,3,22,0,4,5,2,5,7,7,0
17,32,70,7,9,1,3,4,19,0,9,12,7,5,8,6,0,0,7,4,19,0,9,12,7,5,8,6,0,0,3,65,65,0,1,0,54,4,22,0,7,0,1,5,7,10,0
11,4,25,4,7,0,2,6,4,0,6,9,0,0,0,0,0,0,3,6,4,0,6,9,0,0,0,0,0,0,5,20,19,1,0,0,24,8,16,0,0,0,2,4,7,15,0
2,12,35,8,8,1,1,15,6,0,4,9,0,0,0,0,0,0,3,15,6,0,4,9,0,0,0,0,0,0,14,18,18,0,1,1,34,1,18,0,0,0,1,6,6,2,0
9,2,122,4,6,0,2,7,4,0,3,8,0,0,0,0,0,0,3,7,4,0,3,8,0,0,0,0,0,0,6,16,15,1,0,100,121,2,13,0,2,0,1,4,6,14,0
34,18,221,8,8,99,1,114,71,0,17,4,15,0,0,0,0,0,4,114,71,0,17,4,15,0,0,0,0,0,11,104,100,4,7,0,192,12,38,0,7,3,2,7,7,101,0
8,31,99,5,6,7,1,33,44,0,14,2,5,0,0,0,0,0,4,33,44,0,14,2,5,0,0,0,0,0,4,84,62,22,3,1,69,3,37,0,5,34,2,5,6,9,0
26,12,62,6,9,0,2,2,28,0,17,2,5,8,0,0,0,0,5,2,28,0,17,2,5,8,0,0,0,0,2,53,53,0,7,0,49,4,24,0,5,0,3,6,7,18,0
7,13,36,4,9,1,2,14,2,0,11,1,0,0,8,0,0,0,6,14,2,0,11,1,0,0,8,0,0,0,11,21,21,0,3,0,35,3,16,0,2,0,3,4,9,5,0
9,4,46,6,12,1,2,2,30,0,10,1,2,0,0,0,0,1,9,2,30,0,10,1,2,0,0,0,0,1,0,45,44,1,0,0,31,6,23,0,3,0,2,6,8,16,0
27,14,59,3,11,0,2,9,7,0,34,3,4,1,0,0,1,0,8,9,7,0,34,3,4,1,0,0,1,0,8,43,43,0,8,0,56,1,28,0,4,0,1,3,8,4,0
10,5,27,5,12,3,2,5,7,0,8,1,1,0,1,0,3,0,8,5,7,0,8,1,1,0,1,0,3,0,1,19,18,1,3,1,26,2,20,0,0,0,2,5,8,20,0
14,8,69,3,14,1,1,42,6,0,19,1,1,0,0,0,0,0,4,42,6,0,19,1,1,0,0,0,0,0,37,22,22,0,9,0,65,3,17,0,7,1,2,3,12,33,0
43,25,144,9,14,40,2,52,30,4,26,16,1,6,7,1,1,0,10,52,30,4,26,16,1,6,7,1,1,0,12,89,89,0,3,0,104,9,31,0,12,0,3,7,10,16,0
12,10,45,9,12,1,2,7,15,0,10,9,2,0,0,0,0,1,9,7,15,0,10,9,2,0,0,0,0,1,6,34,34,0,3,1,43,6,14,0,7,0,1,9,9,14,0
17,21,58,5,8,0,3,0,19,0,30,2,0,0,0,0,0,2,11,0,19,0,30,2,0,0,0,0,0,2,0,49,49,0,8,1,52,4,14,0,5,0,2,5,7,11,0
181,7,208,14,14,1,2,3,13,2,184,1,2,0,0,0,0,0,10,3,13,2,184,1,2,0,0,0,0,0,2,202,202,0,0,3,201,2,18,0,6,1,1,7,8,6,0
17,235,257,5,13,3,2,3,51,2,194,6,0,0,0,0,0,1,10,3,51,2,194,6,0,0,0,0,0,1,0,254,254,0,0,0,255,4,25,0,7,1,2,5,8,10,0
183,24,264,5,9,0,2,22,6,0,225,9,0,2,0,0,0,0,5,22,6,0,225,9,0,2,0,0,0,0,0,253,231,22,11,0,224,5,19,0,11,3,2,5,9,4,0
14,15,92,6,11,29,2,32,7,5,40,2,0,0,0,4,1,0,10,32,7,5,40,2,0,0,0,4,1,0,3,56,56,0,3,1,58,5,23,0,6,0,2,6,8,4,0
