ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_1,origin_2,origin_changes,rare_ases_max,unique_as_path_avg,unique_as_path_max,withdrawals,class
49 ,58 ,249 ,5 ,13 ,15 ,2 ,22 ,115 ,0 ,83 ,6 ,7 ,2 ,1 ,1 ,1 ,1 ,9 ,22 ,115 ,0 ,83 ,6 ,7 ,2 ,1 ,1 ,1 ,1 ,0 ,212 ,205 ,7 ,12 ,10 ,91 ,32 ,258 ,0 ,15 ,12 ,3 ,5 ,8 ,12 ,0 
127 ,66 ,802 ,13 ,15 ,38 ,1 ,439 ,178 ,0 ,52 ,32 ,37 ,38 ,10 ,2 ,0 ,0 ,7 ,439 ,178 ,0 ,52 ,32 ,37 ,38 ,10 ,2 ,0 ,0 ,0 ,746 ,345 ,401 ,4 ,14 ,322 ,16 ,275 ,0 ,22 ,37 ,2 ,8 ,9 ,7 ,0 
73 ,32 ,283 ,3 ,15 ,12 ,2 ,42 ,120 ,0 ,29 ,22 ,12 ,36 ,8 ,0 ,0 ,0 ,6 ,42 ,120 ,0 ,29 ,22 ,12 ,36 ,8 ,0 ,0 ,0 ,1 ,253 ,224 ,29 ,3 ,14 ,124 ,16 ,232 ,0 ,22 ,25 ,2 ,3 ,8 ,8 ,0 
54 ,48 ,256 ,4 ,12 ,9 ,2 ,12 ,135 ,1 ,64 ,24 ,4 ,3 ,0 ,0 ,0 ,1 ,10 ,12 ,135 ,1 ,64 ,24 ,4 ,3 ,0 ,0 ,0 ,1 ,0 ,232 ,229 ,3 ,3 ,12 ,93 ,34 ,249 ,0 ,19 ,23 ,3 ,4 ,7 ,12 ,0 
62 ,70 ,334 ,5 ,11 ,11 ,2 ,21 ,198 ,0 ,33 ,15 ,4 ,39 ,1 ,1 ,5 ,0 ,8 ,21 ,198 ,0 ,33 ,15 ,4 ,39 ,1 ,1 ,5 ,0 ,0 ,300 ,290 ,10 ,6 ,17 ,133 ,40 ,290 ,0 ,19 ,7 ,3 ,5 ,8 ,33 ,0 
92 ,44 ,302 ,5 ,13 ,23 ,2 ,40 ,140 ,0 ,72 ,17 ,4 ,5 ,2 ,0 ,0 ,9 ,11 ,40 ,140 ,0 ,72 ,17 ,4 ,5 ,2 ,0 ,0 ,9 ,1 ,258 ,242 ,16 ,8 ,12 ,81 ,40 ,329 ,0 ,21 ,42 ,4 ,5 ,9 ,19 ,0 
90 ,61 ,329 ,5 ,13 ,15 ,2 ,15 ,199 ,2 ,48 ,19 ,19 ,9 ,7 ,1 ,2 ,0 ,11 ,15 ,199 ,2 ,48 ,19 ,19 ,9 ,7 ,1 ,2 ,0 ,0 ,277 ,277 ,0 ,30 ,7 ,143 ,49 ,310 ,0 ,24 ,25 ,4 ,5 ,11 ,30 ,0 
72 ,87 ,352 ,5 ,12 ,21 ,2 ,25 ,180 ,0 ,100 ,33 ,7 ,2 ,1 ,3 ,0 ,0 ,7 ,25 ,180 ,0 ,100 ,33 ,7 ,2 ,1 ,3 ,0 ,0 ,1 ,314 ,311 ,3 ,15 ,1 ,191 ,25 ,283 ,0 ,17 ,5 ,2 ,5 ,11 ,58 ,0 
197 ,129 ,481 ,5 ,13 ,29 ,2 ,35 ,202 ,0 ,72 ,70 ,30 ,37 ,19 ,2 ,8 ,3 ,11 ,35 ,202 ,0 ,72 ,70 ,30 ,37 ,19 ,2 ,8 ,3 ,0 ,440 ,434 ,6 ,11 ,1 ,128 ,22 ,318 ,0 ,29 ,75 ,3 ,5 ,7 ,26 ,0 
44 ,50 ,258 ,6 ,14 ,37 ,2 ,44 ,123 ,0 ,28 ,32 ,9 ,8 ,1 ,0 ,7 ,4 ,9 ,44 ,123 ,0 ,28 ,32 ,9 ,8 ,1 ,0 ,7 ,4 ,2 ,197 ,192 ,5 ,20 ,2 ,94 ,24 ,286 ,0 ,11 ,5 ,2 ,6 ,10 ,19 ,0 
66 ,87 ,329 ,5 ,13 ,40 ,2 ,42 ,130 ,1 ,79 ,20 ,23 ,10 ,21 ,0 ,1 ,0 ,11 ,42 ,130 ,1 ,79 ,20 ,23 ,10 ,21 ,0 ,1 ,0 ,0 ,263 ,261 ,2 ,25 ,1 ,123 ,32 ,273 ,0 ,18 ,20 ,4 ,5 ,9 ,27 ,0 
138 ,100 ,629 ,5 ,14 ,193 ,1 ,198 ,273 ,1 ,79 ,17 ,17 ,1 ,1 ,2 ,0 ,1 ,10 ,198 ,273 ,1 ,79 ,17 ,17 ,1 ,1 ,2 ,0 ,1 ,1 ,388 ,384 ,4 ,8 ,39 ,218 ,50 ,344 ,0 ,19 ,17 ,4 ,5 ,9 ,10 ,0 
257 ,177 ,790 ,5 ,13 ,114 ,1 ,151 ,231 ,0 ,369 ,25 ,8 ,4 ,0 ,0 ,0 ,1 ,9 ,151 ,231 ,0 ,369 ,25 ,8 ,4 ,0 ,0 ,0 ,1 ,0 ,651 ,614 ,37 ,24 ,1 ,269 ,19 ,377 ,0 ,21 ,34 ,3 ,5 ,8 ,13 ,0 
97 ,73 ,383 ,8 ,13 ,20 ,2 ,27 ,217 ,0 ,79 ,35 ,10 ,5 ,0 ,3 ,4 ,0 ,8 ,27 ,217 ,0 ,79 ,35 ,10 ,5 ,0 ,3 ,4 ,0 ,1 ,304 ,298 ,6 ,55 ,3 ,153 ,23 ,326 ,0 ,15 ,7 ,3 ,8 ,8 ,90 ,0 
33 ,37 ,189 ,15 ,16 ,10 ,1 ,17 ,121 ,0 ,32 ,11 ,3 ,1 ,1 ,0 ,0 ,0 ,13 ,17 ,121 ,0 ,32 ,11 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,171 ,164 ,7 ,6 ,1 ,76 ,45 ,281 ,0 ,17 ,4 ,3 ,5 ,8 ,7 ,0 
39 ,40 ,199 ,4 ,12 ,15 ,1 ,26 ,106 ,0 ,41 ,12 ,7 ,3 ,2 ,1 ,0 ,0 ,7 ,26 ,106 ,0 ,41 ,12 ,7 ,3 ,2 ,1 ,0 ,0 ,2 ,177 ,168 ,9 ,4 ,1 ,58 ,27 ,294 ,0 ,17 ,8 ,4 ,3 ,10 ,7 ,0 
169 ,60 ,476 ,6 ,21 ,15 ,2 ,21 ,247 ,0 ,161 ,25 ,9 ,3 ,1 ,0 ,0 ,0 ,6 ,21 ,247 ,0 ,161 ,25 ,9 ,3 ,1 ,0 ,0 ,0 ,1 ,400 ,395 ,5 ,51 ,9 ,206 ,50 ,335 ,0 ,16 ,8 ,2 ,6 ,7 ,57 ,0 
102 ,136 ,441 ,4 ,17 ,10 ,2 ,20 ,198 ,0 ,127 ,34 ,30 ,20 ,0 ,1 ,0 ,0 ,12 ,20 ,198 ,0 ,127 ,34 ,30 ,20 ,0 ,1 ,0 ,0 ,2 ,391 ,383 ,8 ,36 ,2 ,229 ,35 ,297 ,0 ,18 ,3 ,3 ,4 ,8 ,101 ,0 
98 ,58 ,288 ,10 ,14 ,19 ,2 ,22 ,146 ,0 ,52 ,29 ,15 ,16 ,2 ,1 ,0 ,0 ,7 ,22 ,146 ,0 ,52 ,29 ,15 ,16 ,2 ,1 ,0 ,0 ,0 ,245 ,242 ,3 ,19 ,5 ,114 ,32 ,273 ,0 ,15 ,10 ,2 ,4 ,8 ,20 ,0 
92 ,85 ,326 ,4 ,15 ,16 ,2 ,26 ,150 ,0 ,78 ,20 ,5 ,32 ,4 ,0 ,7 ,1 ,9 ,26 ,150 ,0 ,78 ,20 ,5 ,32 ,4 ,0 ,7 ,1 ,1 ,291 ,282 ,9 ,15 ,3 ,106 ,37 ,279 ,0 ,19 ,3 ,3 ,4 ,8 ,11 ,0 
171 ,99 ,431 ,5 ,15 ,21 ,2 ,29 ,224 ,0 ,118 ,23 ,24 ,5 ,3 ,0 ,1 ,0 ,13 ,29 ,224 ,0 ,118 ,23 ,24 ,5 ,3 ,0 ,1 ,0 ,0 ,401 ,393 ,8 ,7 ,2 ,152 ,66 ,317 ,0 ,15 ,8 ,3 ,5 ,8 ,16 ,0 
59 ,63 ,320 ,4 ,15 ,76 ,1 ,80 ,137 ,0 ,58 ,11 ,14 ,5 ,1 ,4 ,0 ,0 ,13 ,80 ,137 ,0 ,58 ,11 ,14 ,5 ,1 ,4 ,0 ,0 ,1 ,221 ,218 ,3 ,13 ,9 ,115 ,36 ,305 ,0 ,16 ,10 ,3 ,4 ,8 ,22 ,0 
45 ,100 ,281 ,5 ,11 ,17 ,2 ,20 ,163 ,0 ,42 ,20 ,31 ,1 ,1 ,2 ,0 ,0 ,7 ,20 ,163 ,0 ,42 ,20 ,31 ,1 ,1 ,2 ,0 ,0 ,0 ,244 ,241 ,3 ,19 ,1 ,126 ,46 ,275 ,0 ,11 ,4 ,3 ,5 ,9 ,17 ,0 
234 ,84 ,523 ,5 ,16 ,15 ,2 ,17 ,242 ,0 ,233 ,18 ,2 ,4 ,1 ,3 ,1 ,0 ,8 ,17 ,242 ,0 ,233 ,18 ,2 ,4 ,1 ,3 ,1 ,0 ,1 ,417 ,416 ,1 ,88 ,2 ,144 ,46 ,333 ,0 ,21 ,5 ,3 ,5 ,11 ,122 ,0 
36 ,47 ,201 ,3 ,12 ,10 ,2 ,15 ,115 ,0 ,35 ,27 ,2 ,2 ,0 ,0 ,3 ,0 ,8 ,15 ,115 ,0 ,35 ,27 ,2 ,2 ,0 ,0 ,3 ,0 ,0 ,174 ,169 ,5 ,15 ,2 ,77 ,25 ,264 ,0 ,16 ,4 ,3 ,3 ,7 ,45 ,0 
40 ,36 ,221 ,3 ,11 ,16 ,1 ,17 ,141 ,0 ,30 ,17 ,7 ,4 ,1 ,0 ,0 ,0 ,16 ,17 ,141 ,0 ,30 ,17 ,7 ,4 ,1 ,0 ,0 ,0 ,1 ,194 ,194 ,0 ,7 ,3 ,69 ,15 ,262 ,0 ,19 ,9 ,2 ,3 ,7 ,1 ,0 
44 ,99 ,277 ,3 ,18 ,19 ,2 ,21 ,137 ,0 ,49 ,40 ,5 ,2 ,0 ,4 ,0 ,0 ,16 ,21 ,137 ,0 ,49 ,40 ,5 ,2 ,0 ,4 ,0 ,0 ,0 ,182 ,180 ,2 ,61 ,15 ,135 ,28 ,260 ,0 ,10 ,1 ,2 ,3 ,8 ,8 ,0 
135 ,121 ,428 ,5 ,12 ,20 ,1 ,59 ,164 ,0 ,170 ,25 ,5 ,1 ,0 ,1 ,1 ,0 ,13 ,59 ,164 ,0 ,170 ,25 ,5 ,1 ,0 ,1 ,1 ,0 ,1 ,400 ,362 ,38 ,6 ,1 ,121 ,5 ,295 ,0 ,15 ,9 ,1 ,5 ,8 ,12 ,0 
37 ,36 ,190 ,8 ,10 ,12 ,2 ,14 ,109 ,0 ,31 ,18 ,5 ,3 ,4 ,1 ,0 ,4 ,9 ,14 ,109 ,0 ,31 ,18 ,5 ,3 ,4 ,1 ,0 ,4 ,0 ,155 ,153 ,2 ,22 ,1 ,69 ,24 ,227 ,0 ,9 ,4 ,4 ,8 ,8 ,30 ,0 
82 ,70 ,430 ,6 ,16 ,15 ,1 ,54 ,273 ,0 ,52 ,26 ,10 ,6 ,4 ,1 ,0 ,0 ,14 ,54 ,273 ,0 ,52 ,26 ,10 ,6 ,4 ,1 ,0 ,0 ,16 ,377 ,354 ,23 ,21 ,1 ,184 ,46 ,289 ,0 ,13 ,25 ,3 ,6 ,8 ,21 ,0 
84 ,140 ,458 ,10 ,23 ,110 ,1 ,112 ,238 ,0 ,64 ,13 ,4 ,3 ,3 ,4 ,3 ,0 ,12 ,112 ,238 ,0 ,64 ,13 ,4 ,3 ,3 ,4 ,3 ,0 ,0 ,318 ,316 ,2 ,17 ,13 ,157 ,24 ,346 ,0 ,7 ,2 ,3 ,5 ,8 ,24 ,0 
3570 ,648 ,4512 ,5 ,18 ,54 ,3 ,59 ,387 ,1 ,2573 ,525 ,321 ,629 ,4 ,6 ,3 ,1 ,10 ,59 ,387 ,1 ,2573 ,525 ,321 ,629 ,4 ,6 ,3 ,1 ,1 ,4370 ,4366 ,4 ,84 ,3 ,3804 ,551 ,902 ,0 ,30 ,300 ,3 ,5 ,8 ,266 ,0 
106 ,1488 ,2318 ,5 ,13 ,249 ,2 ,389 ,274 ,0 ,1476 ,66 ,31 ,81 ,0 ,0 ,1 ,0 ,8 ,389 ,274 ,0 ,1476 ,66 ,31 ,81 ,0 ,0 ,1 ,0 ,132 ,1929 ,1921 ,8 ,8 ,0 ,2045 ,35 ,393 ,0 ,10 ,11 ,3 ,5 ,8 ,9 ,0 
128 ,1853 ,2526 ,5 ,11 ,45 ,3 ,160 ,369 ,1 ,702 ,423 ,435 ,413 ,10 ,6 ,3 ,0 ,13 ,160 ,369 ,1 ,702 ,423 ,435 ,413 ,10 ,6 ,3 ,0 ,92 ,2349 ,2345 ,4 ,37 ,3 ,2253 ,50 ,556 ,3 ,55 ,158 ,3 ,5 ,9 ,26 ,0 
139 ,86 ,446 ,4 ,11 ,74 ,1 ,82 ,171 ,0 ,131 ,34 ,4 ,22 ,1 ,0 ,0 ,0 ,6 ,82 ,171 ,0 ,131 ,34 ,4 ,22 ,1 ,0 ,0 ,0 ,1 ,356 ,349 ,7 ,14 ,1 ,190 ,23 ,310 ,3 ,19 ,25 ,2 ,4 ,8 ,43 ,0 
107 ,128 ,506 ,6 ,13 ,57 ,2 ,92 ,201 ,0 ,75 ,15 ,18 ,36 ,53 ,6 ,1 ,0 ,11 ,92 ,201 ,0 ,75 ,15 ,18 ,36 ,53 ,6 ,1 ,0 ,4 ,416 ,385 ,31 ,28 ,1 ,134 ,16 ,332 ,0 ,14 ,4 ,2 ,6 ,8 ,13 ,0 
1645 ,168 ,2250 ,17 ,18 ,98 ,2 ,101 ,344 ,0 ,1489 ,146 ,63 ,89 ,1 ,0 ,1 ,1 ,9 ,101 ,344 ,0 ,1489 ,146 ,63 ,89 ,1 ,0 ,1 ,1 ,0 ,2126 ,2123 ,3 ,11 ,15 ,1854 ,19 ,444 ,1 ,17 ,44 ,2 ,5 ,11 ,163 ,0 
1910 ,1800 ,4193 ,10 ,13 ,75 ,3 ,193 ,356 ,1 ,2289 ,435 ,253 ,651 ,3 ,6 ,5 ,0 ,10 ,193 ,356 ,1 ,2289 ,435 ,253 ,651 ,3 ,6 ,5 ,0 ,113 ,3984 ,3979 ,5 ,20 ,1 ,3686 ,26 ,744 ,0 ,32 ,288 ,3 ,4 ,11 ,124 ,0 
994 ,807 ,2203 ,4 ,12 ,81 ,2 ,160 ,250 ,1 ,1230 ,281 ,244 ,23 ,4 ,6 ,2 ,0 ,10 ,160 ,250 ,1 ,1230 ,281 ,244 ,23 ,4 ,6 ,2 ,0 ,58 ,2026 ,2023 ,3 ,36 ,2 ,1942 ,259 ,631 ,0 ,38 ,191 ,3 ,4 ,10 ,166 ,0 
27 ,344 ,658 ,7 ,10 ,83 ,1 ,173 ,122 ,0 ,285 ,45 ,22 ,5 ,1 ,4 ,0 ,0 ,7 ,173 ,122 ,0 ,285 ,45 ,22 ,5 ,1 ,4 ,0 ,0 ,79 ,493 ,482 ,11 ,2 ,1 ,523 ,48 ,309 ,0 ,25 ,47 ,3 ,4 ,7 ,5 ,0 
2254 ,296 ,2809 ,8 ,18 ,68 ,2 ,72 ,225 ,1 ,1930 ,264 ,213 ,96 ,4 ,1 ,0 ,1 ,12 ,72 ,225 ,1 ,1930 ,264 ,213 ,96 ,4 ,1 ,0 ,1 ,0 ,2734 ,2730 ,4 ,7 ,0 ,2393 ,53 ,650 ,0 ,25 ,104 ,3 ,4 ,8 ,195 ,0 
594 ,1775 ,3093 ,4 ,17 ,38 ,2 ,255 ,513 ,5 ,1918 ,131 ,143 ,24 ,90 ,5 ,4 ,1 ,16 ,255 ,513 ,5 ,1918 ,131 ,143 ,24 ,90 ,5 ,4 ,1 ,210 ,2808 ,2801 ,7 ,36 ,1 ,2169 ,95 ,682 ,0 ,39 ,154 ,3 ,4 ,7 ,144 ,0 
280 ,1193 ,2057 ,4 ,18 ,96 ,2 ,181 ,397 ,1 ,1012 ,160 ,217 ,82 ,2 ,0 ,2 ,0 ,16 ,181 ,397 ,1 ,1012 ,160 ,217 ,82 ,2 ,0 ,2 ,0 ,80 ,1833 ,1828 ,5 ,48 ,0 ,1645 ,50 ,516 ,0 ,16 ,19 ,3 ,4 ,8 ,173 ,0 
73 ,1780 ,2433 ,7 ,13 ,19 ,3 ,132 ,427 ,9 ,779 ,332 ,318 ,414 ,5 ,6 ,3 ,0 ,11 ,132 ,427 ,9 ,779 ,332 ,318 ,414 ,5 ,6 ,3 ,0 ,91 ,2199 ,2196 ,3 ,124 ,0 ,2166 ,42 ,606 ,1 ,65 ,166 ,3 ,5 ,7 ,6 ,0 
51 ,94 ,376 ,3 ,10 ,80 ,1 ,103 ,149 ,0 ,74 ,14 ,28 ,2 ,1 ,0 ,0 ,0 ,11 ,103 ,149 ,0 ,74 ,14 ,28 ,2 ,1 ,0 ,0 ,0 ,20 ,255 ,252 ,3 ,17 ,4 ,195 ,52 ,300 ,0 ,16 ,3 ,4 ,3 ,7 ,33 ,0 
1974 ,176 ,2533 ,4 ,18 ,71 ,2 ,79 ,315 ,0 ,1614 ,226 ,202 ,89 ,1 ,2 ,0 ,1 ,11 ,79 ,315 ,0 ,1614 ,226 ,202 ,89 ,1 ,2 ,0 ,1 ,2 ,2450 ,2444 ,6 ,7 ,3 ,2180 ,36 ,537 ,0 ,25 ,86 ,2 ,4 ,7 ,159 ,0 
1563 ,354 ,2076 ,3 ,15 ,15 ,3 ,21 ,273 ,1 ,807 ,310 ,105 ,546 ,2 ,6 ,4 ,0 ,10 ,21 ,273 ,1 ,807 ,310 ,105 ,546 ,2 ,6 ,4 ,0 ,0 ,2043 ,2037 ,6 ,17 ,1 ,1643 ,18 ,618 ,0 ,25 ,221 ,1 ,3 ,10 ,124 ,0 
212 ,1451 ,1955 ,3 ,12 ,15 ,2 ,133 ,200 ,0 ,1469 ,54 ,12 ,87 ,0 ,0 ,0 ,0 ,5 ,133 ,200 ,0 ,1469 ,54 ,12 ,87 ,0 ,0 ,0 ,0 ,113 ,1819 ,1814 ,5 ,8 ,0 ,1761 ,16 ,316 ,0 ,20 ,10 ,3 ,3 ,11 ,8 ,0 
107 ,1892 ,2659 ,5 ,12 ,46 ,3 ,181 ,377 ,1 ,796 ,429 ,419 ,418 ,13 ,7 ,16 ,1 ,10 ,181 ,377 ,1 ,796 ,429 ,419 ,418 ,13 ,7 ,16 ,1 ,111 ,2476 ,2471 ,5 ,25 ,1 ,2435 ,47 ,577 ,1 ,61 ,165 ,2 ,5 ,7 ,10 ,0 
45 ,66 ,298 ,8 ,12 ,37 ,1 ,42 ,146 ,0 ,65 ,29 ,10 ,0 ,3 ,0 ,0 ,1 ,9 ,42 ,146 ,0 ,65 ,29 ,10 ,0 ,3 ,0 ,0 ,1 ,2 ,223 ,220 ,3 ,34 ,2 ,95 ,16 ,275 ,0 ,18 ,6 ,3 ,5 ,7 ,28 ,0 
143 ,99 ,511 ,7 ,13 ,134 ,1 ,139 ,200 ,1 ,126 ,21 ,11 ,6 ,0 ,3 ,1 ,0 ,11 ,139 ,200 ,1 ,126 ,21 ,11 ,6 ,0 ,3 ,1 ,0 ,0 ,364 ,359 ,5 ,11 ,2 ,189 ,30 ,399 ,0 ,12 ,2 ,2 ,6 ,9 ,18 ,0 
1068 ,162 ,1444 ,4 ,12 ,79 ,2 ,84 ,166 ,2 ,919 ,158 ,66 ,15 ,30 ,3 ,0 ,1 ,10 ,84 ,166 ,2 ,919 ,158 ,66 ,15 ,30 ,3 ,0 ,1 ,2 ,1351 ,1348 ,3 ,12 ,0 ,1160 ,37 ,530 ,0 ,22 ,117 ,3 ,4 ,7 ,165 ,0 
77 ,1112 ,1706 ,7 ,12 ,48 ,2 ,215 ,302 ,1 ,1056 ,74 ,34 ,8 ,7 ,2 ,0 ,0 ,10 ,215 ,302 ,1 ,1056 ,74 ,34 ,8 ,7 ,2 ,0 ,0 ,156 ,1487 ,1476 ,11 ,8 ,7 ,1520 ,59 ,490 ,0 ,36 ,110 ,3 ,5 ,7 ,9 ,0 
61 ,106 ,315 ,5 ,10 ,32 ,2 ,35 ,146 ,0 ,102 ,14 ,10 ,1 ,6 ,0 ,0 ,0 ,6 ,35 ,146 ,0 ,102 ,14 ,10 ,1 ,6 ,0 ,0 ,0 ,1 ,273 ,271 ,2 ,8 ,1 ,142 ,43 ,289 ,0 ,12 ,3 ,4 ,4 ,9 ,14 ,0 
61 ,159 ,496 ,8 ,14 ,76 ,1 ,87 ,202 ,1 ,163 ,15 ,11 ,4 ,9 ,2 ,0 ,0 ,10 ,87 ,202 ,1 ,163 ,15 ,11 ,4 ,9 ,2 ,0 ,0 ,0 ,409 ,398 ,11 ,9 ,2 ,291 ,31 ,280 ,0 ,16 ,9 ,2 ,3 ,9 ,14 ,0 
69 ,135 ,340 ,4 ,14 ,32 ,2 ,38 ,154 ,0 ,77 ,19 ,15 ,0 ,33 ,0 ,2 ,1 ,9 ,38 ,154 ,0 ,77 ,19 ,15 ,0 ,33 ,0 ,2 ,1 ,1 ,299 ,294 ,5 ,7 ,1 ,94 ,19 ,278 ,0 ,21 ,10 ,2 ,4 ,9 ,10 ,0 
34 ,31 ,209 ,12 ,12 ,27 ,1 ,28 ,117 ,0 ,32 ,18 ,7 ,2 ,0 ,1 ,1 ,0 ,8 ,28 ,117 ,0 ,32 ,18 ,7 ,2 ,0 ,1 ,1 ,0 ,0 ,172 ,171 ,1 ,7 ,3 ,54 ,8 ,259 ,0 ,10 ,3 ,2 ,8 ,8 ,5 ,0 
63 ,38 ,207 ,5 ,12 ,10 ,2 ,13 ,132 ,0 ,36 ,10 ,6 ,3 ,3 ,1 ,2 ,1 ,9 ,13 ,132 ,0 ,36 ,10 ,6 ,3 ,3 ,1 ,2 ,1 ,1 ,191 ,189 ,2 ,5 ,0 ,78 ,18 ,246 ,0 ,20 ,16 ,3 ,5 ,7 ,9 ,0 
123 ,515 ,938 ,3 ,13 ,12 ,2 ,15 ,456 ,0 ,390 ,36 ,19 ,16 ,5 ,0 ,0 ,0 ,6 ,15 ,456 ,0 ,390 ,36 ,19 ,16 ,5 ,0 ,0 ,0 ,0 ,895 ,892 ,3 ,30 ,1 ,498 ,130 ,380 ,0 ,25 ,32 ,3 ,3 ,7 ,52 ,0 
