ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,dups,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_10,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_dict_7,edit_distance_dict_8,edit_distance_dict_9,edit_distance_max,edit_distance_unique_dict_0,edit_distance_unique_dict_1,edit_distance_unique_dict_10,edit_distance_unique_dict_2,edit_distance_unique_dict_3,edit_distance_unique_dict_4,edit_distance_unique_dict_5,edit_distance_unique_dict_6,edit_distance_unique_dict_7,edit_distance_unique_dict_8,edit_distance_unique_dict_9,flaps,imp_wd,imp_wd_dpath,imp_wd_spath,nadas,news,nlri_ann,number_rare_ases,origin_0,origin_1,origin_2,origin_changes,rare_ases_max,unique_as_path_avg,unique_as_path_max,withdrawals,class
39 ,13 ,151 ,7 ,14 ,3 ,2 ,15 ,51 ,1 ,26 ,16 ,28 ,7 ,3 ,2 ,0 ,1 ,10 ,15 ,51 ,1 ,26 ,16 ,28 ,7 ,3 ,2 ,0 ,1 ,1 ,130 ,121 ,9 ,16 ,1 ,75 ,13 ,83 ,0 ,13 ,45 ,2 ,6 ,8 ,22 ,0 
46 ,43 ,200 ,7 ,17 ,0 ,3 ,47 ,23 ,19 ,49 ,31 ,11 ,1 ,1 ,0 ,2 ,3 ,13 ,47 ,23 ,19 ,49 ,31 ,11 ,1 ,1 ,0 ,2 ,3 ,0 ,179 ,133 ,46 ,20 ,1 ,76 ,20 ,92 ,0 ,12 ,55 ,3 ,6 ,10 ,14 ,0 
26 ,20 ,127 ,7 ,14 ,0 ,2 ,46 ,19 ,1 ,15 ,29 ,13 ,1 ,0 ,2 ,0 ,0 ,10 ,46 ,19 ,1 ,15 ,29 ,13 ,1 ,0 ,2 ,0 ,0 ,3 ,120 ,77 ,43 ,3 ,1 ,79 ,8 ,74 ,0 ,6 ,22 ,2 ,6 ,8 ,5 ,0 
30 ,19 ,141 ,11 ,12 ,0 ,2 ,28 ,17 ,0 ,48 ,9 ,30 ,3 ,3 ,0 ,1 ,1 ,9 ,28 ,17 ,0 ,48 ,9 ,30 ,3 ,3 ,0 ,1 ,1 ,0 ,129 ,101 ,28 ,11 ,1 ,75 ,12 ,77 ,0 ,7 ,13 ,4 ,6 ,8 ,6 ,0 
45 ,38 ,185 ,8 ,14 ,0 ,2 ,30 ,46 ,3 ,35 ,26 ,32 ,8 ,0 ,4 ,0 ,1 ,10 ,30 ,46 ,3 ,35 ,26 ,32 ,8 ,0 ,4 ,0 ,1 ,1 ,171 ,144 ,27 ,13 ,0 ,67 ,7 ,84 ,0 ,14 ,60 ,2 ,7 ,8 ,9 ,0 
32 ,38 ,124 ,12 ,12 ,0 ,2 ,14 ,26 ,0 ,30 ,26 ,16 ,8 ,2 ,1 ,0 ,0 ,7 ,14 ,26 ,0 ,30 ,26 ,16 ,8 ,2 ,1 ,0 ,0 ,2 ,117 ,105 ,12 ,4 ,1 ,56 ,22 ,82 ,0 ,12 ,17 ,3 ,5 ,7 ,18 ,0 
34 ,28 ,161 ,6 ,17 ,0 ,3 ,52 ,24 ,25 ,18 ,21 ,11 ,7 ,1 ,0 ,0 ,1 ,10 ,52 ,24 ,25 ,18 ,21 ,11 ,7 ,1 ,0 ,0 ,1 ,1 ,157 ,106 ,51 ,2 ,1 ,51 ,9 ,89 ,0 ,12 ,37 ,3 ,5 ,8 ,2 ,0 
23 ,24 ,93 ,8 ,14 ,0 ,2 ,11 ,31 ,2 ,17 ,22 ,8 ,2 ,0 ,0 ,0 ,0 ,10 ,11 ,31 ,2 ,17 ,22 ,8 ,2 ,0 ,0 ,0 ,0 ,1 ,89 ,79 ,10 ,3 ,0 ,52 ,10 ,77 ,0 ,10 ,22 ,3 ,7 ,8 ,4 ,0 
87 ,40 ,193 ,6 ,14 ,0 ,3 ,13 ,33 ,3 ,61 ,17 ,28 ,3 ,32 ,2 ,0 ,0 ,10 ,13 ,33 ,3 ,61 ,17 ,28 ,3 ,32 ,2 ,0 ,0 ,0 ,191 ,178 ,13 ,1 ,1 ,83 ,12 ,75 ,0 ,23 ,20 ,2 ,4 ,8 ,4 ,0 
22 ,31 ,153 ,6 ,16 ,0 ,2 ,21 ,37 ,3 ,41 ,28 ,11 ,0 ,1 ,2 ,0 ,0 ,10 ,21 ,37 ,3 ,41 ,28 ,11 ,0 ,1 ,2 ,0 ,0 ,0 ,140 ,120 ,20 ,4 ,9 ,82 ,12 ,63 ,0 ,12 ,10 ,2 ,5 ,10 ,24 ,0 
18 ,31 ,88 ,8 ,14 ,0 ,2 ,10 ,19 ,0 ,31 ,9 ,8 ,0 ,2 ,2 ,2 ,2 ,9 ,10 ,19 ,0 ,31 ,9 ,8 ,0 ,2 ,2 ,2 ,2 ,1 ,81 ,73 ,8 ,3 ,3 ,53 ,14 ,54 ,0 ,5 ,9 ,3 ,7 ,8 ,28 ,0 
48 ,42 ,166 ,17 ,17 ,0 ,3 ,28 ,45 ,10 ,22 ,13 ,44 ,0 ,0 ,2 ,2 ,0 ,10 ,28 ,45 ,10 ,22 ,13 ,44 ,0 ,0 ,2 ,2 ,0 ,2 ,161 ,135 ,26 ,3 ,0 ,62 ,4 ,82 ,0 ,10 ,11 ,1 ,5 ,9 ,6 ,0 
50 ,30 ,145 ,8 ,17 ,0 ,4 ,13 ,14 ,4 ,29 ,49 ,15 ,0 ,2 ,0 ,1 ,6 ,13 ,13 ,14 ,4 ,29 ,49 ,15 ,0 ,2 ,0 ,1 ,6 ,1 ,140 ,128 ,12 ,3 ,1 ,68 ,17 ,89 ,0 ,15 ,41 ,2 ,7 ,9 ,4 ,0 
68 ,67 ,271 ,11 ,18 ,0 ,3 ,92 ,18 ,3 ,40 ,25 ,29 ,4 ,27 ,6 ,12 ,1 ,11 ,92 ,18 ,3 ,40 ,25 ,29 ,4 ,27 ,6 ,12 ,1 ,0 ,232 ,140 ,92 ,38 ,1 ,165 ,19 ,80 ,0 ,22 ,50 ,3 ,10 ,10 ,4 ,0 
44 ,35 ,148 ,6 ,16 ,0 ,3 ,17 ,32 ,13 ,33 ,42 ,6 ,0 ,2 ,2 ,0 ,1 ,10 ,17 ,32 ,13 ,33 ,42 ,6 ,0 ,2 ,2 ,0 ,1 ,1 ,143 ,127 ,16 ,4 ,0 ,76 ,6 ,80 ,0 ,7 ,23 ,2 ,5 ,11 ,7 ,0 
26 ,17 ,196 ,8 ,10 ,0 ,2 ,55 ,49 ,0 ,25 ,50 ,11 ,1 ,0 ,1 ,2 ,0 ,8 ,55 ,49 ,0 ,25 ,50 ,11 ,1 ,0 ,1 ,2 ,0 ,2 ,185 ,133 ,52 ,7 ,2 ,76 ,15 ,112 ,0 ,14 ,45 ,3 ,5 ,8 ,5 ,0 
34 ,51 ,144 ,8 ,16 ,0 ,2 ,11 ,26 ,2 ,44 ,33 ,10 ,5 ,2 ,0 ,1 ,0 ,14 ,11 ,26 ,2 ,44 ,33 ,10 ,5 ,2 ,0 ,1 ,0 ,1 ,131 ,122 ,9 ,3 ,9 ,97 ,17 ,78 ,0 ,10 ,12 ,2 ,5 ,8 ,15 ,0 
81 ,42 ,292 ,6 ,16 ,0 ,3 ,28 ,95 ,0 ,49 ,57 ,10 ,1 ,2 ,2 ,34 ,4 ,9 ,28 ,95 ,0 ,49 ,57 ,10 ,1 ,2 ,2 ,34 ,4 ,14 ,265 ,252 ,13 ,3 ,10 ,148 ,16 ,91 ,0 ,19 ,23 ,3 ,5 ,8 ,52 ,0 
27 ,39 ,130 ,9 ,14 ,0 ,2 ,21 ,35 ,2 ,25 ,33 ,9 ,4 ,0 ,1 ,0 ,0 ,10 ,21 ,35 ,2 ,25 ,33 ,9 ,4 ,0 ,1 ,0 ,0 ,3 ,119 ,105 ,14 ,8 ,0 ,74 ,11 ,75 ,0 ,6 ,11 ,2 ,7 ,8 ,31 ,0 
44 ,13 ,147 ,13 ,17 ,0 ,3 ,41 ,29 ,9 ,7 ,34 ,3 ,13 ,2 ,8 ,1 ,0 ,10 ,41 ,29 ,9 ,7 ,34 ,3 ,13 ,2 ,8 ,1 ,0 ,10 ,127 ,96 ,31 ,10 ,0 ,63 ,5 ,75 ,0 ,4 ,8 ,2 ,7 ,8 ,26 ,0 
63 ,65 ,270 ,9 ,17 ,2 ,3 ,87 ,40 ,1 ,6 ,45 ,19 ,12 ,10 ,23 ,4 ,2 ,11 ,87 ,40 ,1 ,6 ,45 ,19 ,12 ,10 ,23 ,4 ,2 ,30 ,205 ,151 ,54 ,33 ,0 ,120 ,8 ,95 ,0 ,18 ,8 ,2 ,8 ,10 ,28 ,0 
23 ,41 ,174 ,13 ,14 ,0 ,3 ,45 ,19 ,14 ,19 ,47 ,22 ,3 ,1 ,2 ,1 ,0 ,10 ,45 ,19 ,14 ,19 ,47 ,22 ,3 ,1 ,2 ,1 ,0 ,15 ,151 ,121 ,30 ,7 ,1 ,91 ,11 ,88 ,0 ,6 ,5 ,3 ,7 ,8 ,17 ,0 
19 ,31 ,97 ,9 ,14 ,1 ,2 ,22 ,16 ,0 ,9 ,24 ,12 ,0 ,8 ,1 ,0 ,0 ,7 ,22 ,16 ,0 ,9 ,24 ,12 ,0 ,8 ,1 ,0 ,0 ,7 ,83 ,69 ,14 ,1 ,5 ,52 ,7 ,71 ,0 ,8 ,5 ,2 ,6 ,8 ,13 ,0 
49 ,17 ,147 ,9 ,14 ,0 ,2 ,36 ,23 ,1 ,18 ,28 ,34 ,0 ,4 ,0 ,1 ,1 ,13 ,36 ,23 ,1 ,18 ,28 ,34 ,0 ,4 ,0 ,1 ,1 ,12 ,133 ,110 ,23 ,2 ,0 ,76 ,13 ,76 ,0 ,10 ,8 ,2 ,8 ,9 ,17 ,0 
27 ,50 ,142 ,8 ,16 ,0 ,2 ,36 ,41 ,1 ,5 ,37 ,14 ,0 ,0 ,1 ,1 ,2 ,11 ,36 ,41 ,1 ,5 ,37 ,14 ,0 ,0 ,1 ,1 ,2 ,2 ,128 ,100 ,28 ,9 ,3 ,88 ,15 ,62 ,0 ,17 ,6 ,3 ,7 ,10 ,22 ,0 
36 ,20 ,85 ,8 ,14 ,0 ,3 ,11 ,24 ,3 ,20 ,10 ,12 ,0 ,1 ,0 ,0 ,1 ,19 ,11 ,24 ,3 ,20 ,10 ,12 ,0 ,1 ,0 ,0 ,1 ,1 ,67 ,58 ,9 ,17 ,0 ,44 ,6 ,55 ,0 ,10 ,9 ,1 ,7 ,8 ,17 ,0 
38 ,14 ,111 ,8 ,17 ,0 ,3 ,14 ,19 ,10 ,15 ,21 ,29 ,1 ,0 ,0 ,0 ,1 ,10 ,14 ,19 ,10 ,15 ,21 ,29 ,1 ,0 ,0 ,0 ,1 ,7 ,94 ,88 ,6 ,9 ,1 ,58 ,6 ,70 ,0 ,15 ,16 ,2 ,7 ,8 ,15 ,0 
75 ,46 ,471 ,6 ,13 ,0 ,2 ,75 ,44 ,0 ,250 ,72 ,18 ,0 ,0 ,0 ,2 ,0 ,11 ,75 ,44 ,0 ,250 ,72 ,18 ,0 ,0 ,0 ,2 ,0 ,2 ,463 ,390 ,73 ,5 ,1 ,257 ,5 ,94 ,0 ,22 ,254 ,2 ,5 ,8 ,5 ,0 
126 ,92 ,333 ,5 ,17 ,0 ,4 ,37 ,43 ,12 ,69 ,17 ,20 ,0 ,39 ,79 ,3 ,0 ,11 ,37 ,43 ,12 ,69 ,17 ,20 ,0 ,39 ,79 ,3 ,0 ,1 ,324 ,289 ,35 ,6 ,2 ,156 ,12 ,94 ,0 ,35 ,14 ,2 ,4 ,10 ,7 ,0 
26 ,52 ,195 ,4 ,14 ,0 ,2 ,32 ,39 ,2 ,74 ,15 ,16 ,4 ,10 ,3 ,0 ,0 ,10 ,32 ,39 ,2 ,74 ,15 ,16 ,4 ,10 ,3 ,0 ,0 ,0 ,194 ,162 ,32 ,1 ,0 ,112 ,5 ,61 ,0 ,11 ,14 ,2 ,3 ,8 ,3 ,0 
18 ,32 ,110 ,6 ,14 ,0 ,2 ,23 ,19 ,1 ,33 ,17 ,9 ,0 ,2 ,5 ,0 ,1 ,10 ,23 ,19 ,1 ,33 ,17 ,9 ,0 ,2 ,5 ,0 ,1 ,1 ,108 ,86 ,22 ,1 ,0 ,61 ,2 ,78 ,0 ,13 ,19 ,1 ,5 ,10 ,1 ,0 
29 ,22 ,83 ,5 ,14 ,1 ,2 ,16 ,16 ,0 ,23 ,12 ,8 ,2 ,1 ,2 ,1 ,2 ,9 ,16 ,16 ,0 ,23 ,12 ,8 ,2 ,1 ,2 ,1 ,2 ,0 ,76 ,61 ,15 ,6 ,0 ,42 ,6 ,83 ,0 ,7 ,8 ,2 ,4 ,8 ,1 ,0 
16 ,86 ,140 ,5 ,14 ,0 ,3 ,8 ,8 ,2 ,31 ,66 ,15 ,4 ,1 ,0 ,0 ,0 ,10 ,8 ,8 ,2 ,31 ,66 ,15 ,4 ,1 ,0 ,0 ,0 ,1 ,131 ,124 ,7 ,3 ,5 ,102 ,5 ,70 ,0 ,7 ,10 ,2 ,5 ,8 ,2 ,0 
31 ,42 ,121 ,7 ,20 ,0 ,4 ,11 ,20 ,4 ,22 ,17 ,16 ,9 ,2 ,0 ,0 ,1 ,18 ,11 ,20 ,4 ,22 ,17 ,16 ,9 ,2 ,0 ,0 ,1 ,0 ,115 ,104 ,11 ,2 ,4 ,58 ,10 ,70 ,0 ,19 ,35 ,2 ,6 ,8 ,0 ,0 
36 ,87 ,193 ,17 ,18 ,0 ,3 ,18 ,43 ,7 ,26 ,22 ,63 ,9 ,1 ,0 ,1 ,3 ,10 ,18 ,43 ,7 ,26 ,22 ,63 ,9 ,1 ,0 ,1 ,3 ,2 ,178 ,162 ,16 ,13 ,0 ,96 ,1 ,93 ,0 ,15 ,26 ,1 ,5 ,12 ,16 ,0 
21 ,31 ,123 ,7 ,17 ,0 ,3 ,36 ,16 ,9 ,27 ,6 ,20 ,1 ,3 ,2 ,0 ,0 ,13 ,36 ,16 ,9 ,27 ,6 ,20 ,1 ,3 ,2 ,0 ,0 ,3 ,115 ,82 ,33 ,5 ,0 ,47 ,8 ,81 ,0 ,11 ,14 ,3 ,5 ,8 ,7 ,0 
66 ,15 ,152 ,4 ,14 ,0 ,3 ,10 ,22 ,2 ,37 ,44 ,24 ,5 ,0 ,6 ,0 ,0 ,10 ,10 ,22 ,2 ,37 ,44 ,24 ,5 ,0 ,6 ,0 ,0 ,3 ,147 ,140 ,7 ,0 ,2 ,108 ,16 ,79 ,0 ,17 ,16 ,3 ,4 ,8 ,4 ,0 
27 ,17 ,95 ,8 ,15 ,1 ,2 ,23 ,21 ,3 ,18 ,18 ,4 ,3 ,0 ,1 ,0 ,1 ,10 ,23 ,21 ,3 ,18 ,18 ,4 ,3 ,0 ,1 ,0 ,1 ,1 ,84 ,64 ,20 ,6 ,3 ,41 ,4 ,79 ,0 ,15 ,14 ,2 ,7 ,8 ,7 ,0 
114 ,22 ,316 ,18 ,18 ,0 ,2 ,29 ,120 ,3 ,83 ,32 ,27 ,2 ,2 ,2 ,0 ,5 ,16 ,29 ,120 ,3 ,83 ,32 ,27 ,2 ,2 ,2 ,0 ,5 ,2 ,309 ,287 ,22 ,5 ,0 ,151 ,10 ,89 ,0 ,43 ,37 ,3 ,4 ,10 ,19 ,0 
761 ,321 ,1905 ,15 ,18 ,0 ,4 ,235 ,505 ,6 ,111 ,488 ,16 ,108 ,124 ,13 ,0 ,73 ,16 ,235 ,505 ,6 ,111 ,488 ,16 ,108 ,124 ,13 ,0 ,73 ,96 ,1790 ,1653 ,137 ,6 ,13 ,746 ,20 ,199 ,0 ,89 ,88 ,2 ,5 ,8 ,314 ,0 
280 ,116 ,716 ,7 ,18 ,0 ,4 ,166 ,128 ,4 ,80 ,73 ,51 ,6 ,36 ,7 ,0 ,18 ,15 ,166 ,128 ,4 ,80 ,73 ,51 ,6 ,36 ,7 ,0 ,18 ,118 ,561 ,533 ,28 ,33 ,4 ,379 ,10 ,138 ,0 ,45 ,68 ,2 ,6 ,8 ,274 ,0 
58 ,93 ,215 ,6 ,15 ,0 ,3 ,25 ,27 ,3 ,66 ,15 ,60 ,1 ,8 ,4 ,0 ,5 ,10 ,25 ,27 ,3 ,66 ,15 ,60 ,1 ,8 ,4 ,0 ,5 ,4 ,205 ,186 ,19 ,5 ,1 ,124 ,5 ,81 ,0 ,21 ,64 ,2 ,5 ,8 ,22 ,0 
49 ,50 ,299 ,7 ,14 ,0 ,3 ,48 ,47 ,1 ,27 ,128 ,18 ,6 ,19 ,3 ,0 ,2 ,10 ,48 ,47 ,1 ,27 ,128 ,18 ,6 ,19 ,3 ,0 ,2 ,2 ,296 ,251 ,45 ,1 ,0 ,117 ,4 ,68 ,0 ,25 ,136 ,2 ,6 ,8 ,3 ,0 
43 ,92 ,261 ,7 ,14 ,0 ,2 ,62 ,16 ,3 ,48 ,66 ,53 ,2 ,9 ,1 ,0 ,1 ,10 ,62 ,16 ,3 ,48 ,66 ,53 ,2 ,9 ,1 ,0 ,1 ,2 ,252 ,193 ,59 ,7 ,0 ,103 ,11 ,106 ,0 ,15 ,90 ,3 ,6 ,8 ,4 ,0 
38 ,69 ,192 ,7 ,14 ,0 ,3 ,30 ,36 ,2 ,44 ,22 ,11 ,16 ,18 ,7 ,0 ,4 ,11 ,30 ,36 ,2 ,44 ,22 ,11 ,16 ,18 ,7 ,0 ,4 ,9 ,174 ,158 ,16 ,8 ,1 ,93 ,12 ,84 ,0 ,20 ,20 ,3 ,6 ,8 ,28 ,0 
30 ,27 ,157 ,7 ,11 ,0 ,2 ,38 ,31 ,0 ,22 ,39 ,18 ,4 ,1 ,1 ,0 ,0 ,12 ,38 ,31 ,0 ,22 ,39 ,18 ,4 ,1 ,1 ,0 ,0 ,9 ,133 ,105 ,28 ,13 ,2 ,69 ,9 ,71 ,0 ,17 ,20 ,2 ,6 ,8 ,29 ,0 
10 ,14 ,91 ,6 ,12 ,0 ,2 ,28 ,7 ,0 ,24 ,16 ,14 ,0 ,0 ,0 ,1 ,1 ,9 ,28 ,7 ,0 ,24 ,16 ,14 ,0 ,0 ,0 ,1 ,1 ,4 ,80 ,57 ,23 ,7 ,0 ,40 ,2 ,67 ,0 ,10 ,26 ,1 ,5 ,7 ,6 ,0 
60 ,9 ,193 ,11 ,14 ,0 ,2 ,11 ,24 ,1 ,53 ,85 ,14 ,2 ,0 ,1 ,0 ,0 ,10 ,11 ,24 ,1 ,53 ,85 ,14 ,2 ,0 ,1 ,0 ,0 ,3 ,184 ,176 ,8 ,4 ,2 ,84 ,2 ,73 ,0 ,20 ,89 ,2 ,6 ,8 ,10 ,0 
23 ,104 ,237 ,9 ,14 ,0 ,3 ,19 ,70 ,3 ,56 ,49 ,11 ,3 ,3 ,4 ,0 ,3 ,15 ,19 ,70 ,3 ,56 ,49 ,11 ,3 ,3 ,4 ,0 ,3 ,1 ,228 ,216 ,12 ,7 ,1 ,123 ,3 ,94 ,0 ,20 ,21 ,1 ,8 ,8 ,11 ,0 
45 ,33 ,219 ,5 ,14 ,0 ,2 ,28 ,92 ,3 ,37 ,32 ,20 ,5 ,0 ,0 ,0 ,1 ,10 ,28 ,92 ,3 ,37 ,32 ,20 ,5 ,0 ,0 ,0 ,1 ,4 ,202 ,180 ,22 ,12 ,1 ,136 ,13 ,103 ,0 ,24 ,29 ,2 ,4 ,8 ,18 ,0 
67 ,59 ,367 ,6 ,11 ,0 ,2 ,65 ,78 ,1 ,53 ,115 ,39 ,1 ,11 ,2 ,0 ,1 ,10 ,65 ,78 ,1 ,53 ,115 ,39 ,1 ,11 ,2 ,0 ,1 ,4 ,355 ,294 ,61 ,7 ,1 ,166 ,12 ,116 ,0 ,21 ,108 ,3 ,5 ,8 ,7 ,0 
55 ,29 ,459 ,5 ,14 ,0 ,2 ,157 ,55 ,2 ,14 ,168 ,29 ,2 ,29 ,2 ,0 ,0 ,10 ,157 ,55 ,2 ,14 ,168 ,29 ,2 ,29 ,2 ,0 ,0 ,0 ,453 ,297 ,156 ,5 ,1 ,117 ,3 ,103 ,0 ,21 ,155 ,1 ,4 ,8 ,8 ,0 
15 ,55 ,219 ,11 ,14 ,0 ,2 ,98 ,31 ,3 ,16 ,24 ,19 ,8 ,1 ,0 ,17 ,1 ,10 ,98 ,31 ,3 ,16 ,24 ,19 ,8 ,1 ,0 ,17 ,1 ,1 ,211 ,116 ,95 ,6 ,1 ,108 ,2 ,87 ,0 ,12 ,22 ,1 ,5 ,8 ,6 ,0 
20 ,42 ,118 ,8 ,14 ,0 ,3 ,15 ,22 ,2 ,26 ,19 ,9 ,0 ,17 ,6 ,1 ,0 ,10 ,15 ,22 ,2 ,26 ,19 ,9 ,0 ,17 ,6 ,1 ,0 ,2 ,113 ,100 ,13 ,2 ,1 ,52 ,3 ,79 ,0 ,18 ,36 ,3 ,7 ,8 ,2 ,0 
27 ,44 ,154 ,6 ,14 ,0 ,2 ,7 ,58 ,2 ,21 ,48 ,15 ,0 ,1 ,0 ,0 ,0 ,10 ,7 ,58 ,2 ,21 ,48 ,15 ,0 ,1 ,0 ,0 ,0 ,1 ,137 ,131 ,6 ,14 ,2 ,64 ,3 ,65 ,0 ,18 ,19 ,2 ,4 ,8 ,2 ,0 
18 ,39 ,122 ,7 ,14 ,0 ,2 ,32 ,26 ,3 ,15 ,27 ,8 ,0 ,1 ,10 ,0 ,0 ,10 ,32 ,26 ,3 ,15 ,27 ,8 ,0 ,1 ,10 ,0 ,0 ,3 ,106 ,77 ,29 ,13 ,0 ,64 ,5 ,74 ,0 ,10 ,15 ,3 ,6 ,8 ,14 ,0 
20 ,12 ,67 ,9 ,14 ,0 ,2 ,20 ,12 ,2 ,6 ,17 ,9 ,0 ,0 ,1 ,0 ,0 ,10 ,20 ,12 ,2 ,6 ,17 ,9 ,0 ,0 ,1 ,0 ,0 ,1 ,62 ,45 ,17 ,4 ,0 ,36 ,8 ,57 ,0 ,13 ,11 ,3 ,4 ,8 ,8 ,0 
25 ,20 ,173 ,9 ,16 ,0 ,2 ,24 ,41 ,3 ,20 ,71 ,10 ,1 ,0 ,0 ,1 ,1 ,10 ,24 ,41 ,3 ,20 ,71 ,10 ,1 ,0 ,0 ,1 ,1 ,2 ,157 ,137 ,20 ,13 ,1 ,83 ,6 ,89 ,0 ,10 ,71 ,2 ,8 ,8 ,11 ,0 
54 ,21 ,128 ,4 ,21 ,0 ,3 ,10 ,27 ,1 ,39 ,27 ,14 ,1 ,2 ,5 ,1 ,0 ,16 ,10 ,27 ,1 ,39 ,27 ,14 ,1 ,2 ,5 ,1 ,0 ,0 ,127 ,117 ,10 ,1 ,0 ,70 ,3 ,81 ,0 ,6 ,23 ,1 ,4 ,8 ,3 ,0 
61 ,63 ,257 ,7 ,9 ,0 ,2 ,65 ,56 ,0 ,38 ,75 ,20 ,2 ,1 ,0 ,0 ,0 ,6 ,65 ,56 ,0 ,38 ,75 ,20 ,2 ,1 ,0 ,0 ,0 ,21 ,230 ,189 ,41 ,6 ,0 ,157 ,7 ,95 ,0 ,10 ,21 ,1 ,6 ,8 ,65 ,0 
